Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,377,323,379,367,368,356,394,416,374,350,335,368
2002,365,379,380,398,330,349,390,362,376,375,402,421
2003,415,366,406,376,353,327,328,322,359,365,338,334
2004,331,321,349,310,346,350,333,345,329,332,308,317
2005,305,357,303,299,326,326,313,348,326,311,342,397
2006,331,384,397,423,435,412,430,368,381,410,380,367
2007,386,369,357,367,325,353,378,335,317,328,367,356
2008,313,343,361,372,294,294,285,370,346,368,372,309
2009,308,301,311,324,278,288,283,311,304,308,279,300
2010,317,343,310,299,349,325,317,321,318,293,331,312
2011,342,325,315,317,320,308,322,297,296,359,316,303
2012,332,315,326,319,331,339,357,356,337,336,347,367
2013,388,331,331,334,371,342,345,362,325,303,346,334
2014,319,371,367,358,379,345,334,375,405,384,356,419
2015,333,371,375,383,371,400,381,380,367,378,414,366
2016,419,376,366,384,342,350,339,345,350,387,362,374
2017,387,376,369,353,364,339,332,362,312,341,349,295
2018,344,329,379,341,339,363,345,319,337,326,341,308
2019,320,347,329,316,301,322,350,309,338,362,363,350
2020,370,320,359,361,308,323,357,333,363,347,321,338
2021,278,319,333,354,333,397,346,383,349,379,393,377
