Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,19,18,18,22,16,16,17,15,16,18,16,16
2002,16,16,17,18,17,14,17,19,18,16,16,20
2003,18,16,17,17,18,18,16,14,18,20,18,15
2004,17,19,19,17,19,19,18,20,18,18,18,17
2005,19,21,20,21,18,20,15,22,21,21,27,23
2006,18,20,19,19,19,21,20,20,18,20,21,19
2007,19,19,21,21,20,19,21,20,20,20,17,19
2008,18,18,18,17,18,16,19,17,16,17,15,15
2009,15,14,13,12,9,12,10,11,11,11,14,13
2010,13,12,13,12,12,13,11,11,12,12,13,10
2011,12,15,16,12,14,12,13,14,13,13,13,13
2012,14,14,14,16,17,15,13,13,11,14,14,13
2013,17,14,14,15,15,15,17,16,16,17,17,15
2014,15,15,16,15,14,15,17,17,17,17,16,16
2015,18,22,20,14,17,17,15,17,16,18,17,18
2016,16,17,16,16,17,21,20,17,18,18,18,16
2017,20,17,17,18,18,19,17,19,18,17,15,18
2018,19,18,19,21,22,20,21,21,20,24,23,20
2019,24,25,25,22,23,23,30,22,24,22,27,24
2020,23,22,16,12,9,14,20,19,18,18,18,24
2021,18,25,21,21,19,23,22,25,23,22,25,27
