Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,22,21,22,20,23,23,22,21,19,18,19
2002,20,15,19,17,16,15,15,16,15,16,17,15
2003,20,14,15,15,18,15,15,13,16,16,15,17
2004,13,17,15,15,18,16,17,17,17,18,18,18
2005,15,17,18,20,16,19,18,19,19,17,18,19
2006,19,18,21,21,21,20,19,19,21,20,21,19
2007,21,22,23,23,20,20,22,20,22,23,19,20
2008,18,18,21,19,19,18,19,18,15,16,16,14
2009,13,14,11,10,11,12,11,12,14,15,19,18
2010,24,14,16,17,15,17,17,18,13,18,14,15
2011,14,15,14,21,18,17,17,17,18,15,15,17
2012,21,17,21,17,19,19,17,17,18,22,19,16
2013,16,19,21,19,17,16,18,17,15,17,16,16
2014,18,19,20,20,23,24,22,25,26,25,25,28
2015,26,25,23,27,26,26,28,27,26,28,28,29
2016,31,26,28,35,27,27,31,27,25,24,30,26
2017,29,27,30,27,27,31,28,27,29,23,25,24
2018,32,23,25,25,30,26,26,26,29,29,26,28
2019,28,32,31,30,31,29,31,32,33,37,33,30
2020,29,34,26,29,19,27,36,31,25,29,31,28
2021,31,30,30,40,29,39,46,39,39,40,41,42
