Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,10,6,13,6,7,7,9,9,8,9,8,7
2002,8,9,7,9,7,8,8,8,8,8,9,8
2003,9,10,8,7,6,8,10,9,7,8,8,8
2004,9,8,8,8,9,7,7,7,7,7,7,7
2005,7,8,7,7,8,8,7,7,9,7,8,7
2006,8,8,8,9,8,7,6,7,7,7,6,6
2007,6,6,6,6,7,9,8,8,7,8,8,7
2008,7,8,8,6,7,7,8,8,7,9,9,9
2009,10,9,8,10,8,9,10,9,10,8,7,10
2010,8,7,7,9,8,7,7,7,7,10,7,8
2011,6,7,6,6,11,6,7,7,7,9,7,7
2012,7,7,9,8,7,9,9,9,8,8,9,6
2013,7,7,6,8,7,12,8,8,7,6,9,7
2014,8,8,8,7,8,7,6,7,6,6,6,8
2015,7,7,7,7,7,7,8,7,8,8,8,7
2016,6,8,6,8,7,6,8,8,7,7,7,6
2017,8,6,6,5,5,5,6,6,6,6,6,6
2018,6,6,6,7,5,7,5,7,5,6,7,6
2019,6,6,7,6,6,6,7,6,8,8,7,7
2020,7,7,28,24,7,7,7,4,4,3,7,7
2021,7,6,7,6,3,4,5,5,5,3,4,5
