Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,66,61,69,70,54,56,60,69,57,63,48,61
2002,63,36,43,54,55,54,48,45,46,58,41,41
2003,41,41,39,37,43,42,38,42,45,40,47,43
2004,41,53,46,44,44,48,55,46,41,44,61,55
2005,66,42,60,50,51,44,57,47,54,63,58,59
2006,54,53,57,46,63,56,56,65,60,56,55,47
2007,51,46,59,55,48,56,40,44,38,48,49,41
2008,53,52,41,53,41,43,47,43,43,49,42,40
2009,41,39,31,36,29,42,31,34,39,37,34,34
2010,32,38,57,40,35,40,44,40,29,37,35,38
2011,37,44,41,41,42,35,33,39,38,37,40,36
2012,47,52,42,39,36,39,42,36,36,36,35,37
2013,44,36,40,41,43,33,40,36,45,48,47,37
2014,43,50,50,50,49,60,50,51,60,46,59,61
2015,53,49,48,44,51,53,51,59,47,45,44,58
2016,45,57,53,46,46,56,57,53,53,63,66,53
2017,58,55,59,44,61,53,55,53,50,66,50,50
2018,50,48,52,69,59,54,61,56,52,48,49,66
2019,56,52,73,57,48,60,52,82,63,69,67,62
2020,60,71,49,42,32,51,44,50,55,61,60,50
2021,65,68,75,71,70,66,78,89,90,84,85,93
