Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,176,192,196,182,189,190,177,188,195,150,167,162
2002,149,141,150,135,138,129,133,135,127,135,159,126
2003,138,137,134,129,135,139,119,129,123,143,137,142
2004,160,138,139,150,150,136,158,147,160,157,154,167
2005,179,183,170,165,158,157,155,160,156,159,158,150
2006,143,145,161,145,159,162,165,173,171,141,169,177
2007,190,190,224,189,178,185,177,166,189,155,185,189
2008,169,161,153,161,156,145,130,140,123,122,119,125
2009,100,106,91,90,92,85,83,88,88,93,88,97
2010,98,98,105,109,115,120,115,106,103,124,143,124
2011,139,120,141,133,132,152,149,134,158,145,136,132
2012,142,160,159,142,162,147,153,162,160,158,152,164
2013,158,164,155,163,146,162,138,152,159,171,174,166
2014,174,165,178,203,212,216,223,241,208,203,219,211
2015,210,225,215,213,221,222,268,219,222,234,228,246
2016,240,237,224,227,251,215,237,205,208,217,210,219
2017,231,224,227,233,227,263,260,262,283,258,243,232
2018,238,246,244,261,285,316,284,305,336,303,319,300
2019,314,293,311,292,260,275,259,248,252,282,253,268
2020,260,266,228,162,187,228,257,228,239,252,242,264
2021,259,251,317,342,329,399,429,387,436,427,395,445
