Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,18,20,19,14,17,21,17,13,17,18,22,18
2002,19,15,16,17,19,15,21,16,16,24,15,16
2003,15,15,16,17,14,17,14,18,14,15,16,27
2004,17,15,18,15,17,14,13,33,16,16,15,14
2005,13,15,16,15,18,16,18,13,26,17,14,21
2006,17,15,18,16,14,16,16,15,15,16,17,17
2007,16,19,19,19,16,19,16,14,18,15,15,14
2008,14,17,15,15,18,17,15,18,14,16,20,21
2009,23,22,18,22,19,16,18,16,34,19,15,15
2010,15,12,13,13,12,16,15,16,11,13,13,14
2011,15,14,15,12,13,14,14,13,14,15,15,15
2012,14,16,14,16,16,18,13,16,15,15,13,12
2013,16,14,14,13,19,14,14,16,14,15,14,15
2014,12,13,13,20,12,13,13,14,15,12,22,12
2015,15,12,15,14,12,13,12,12,12,15,12,13
2016,14,15,16,15,14,13,13,13,11,12,12,11
2017,13,12,13,14,15,16,15,14,16,14,14,15
2018,18,16,14,14,12,14,15,16,16,15,16,16
2019,13,15,19,17,12,22,14,15,17,13,11,15
2020,13,15,89,52,12,21,14,13,9,13,17,14
2021,15,13,22,17,14,12,10,11,12,13,11,12
