Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,46,47,26,61,49,49,49,50,45,42,45,43
2002,39,41,37,40,37,39,37,41,39,37,34,35
2003,36,39,41,37,32,34,35,32,38,39,40,51
2004,32,41,44,37,39,41,42,37,35,39,52,44
2005,43,38,40,45,42,45,41,46,41,42,48,49
2006,49,48,45,41,49,46,49,48,47,47,43,42
2007,42,47,49,44,47,47,48,49,46,49,42,47
2008,47,51,44,47,40,45,39,40,36,36,36,26
2009,30,27,28,24,24,23,26,28,22,22,27,28
2010,28,27,29,26,30,35,29,29,28,32,29,34
2011,26,32,30,33,33,29,30,32,35,30,33,33
2012,26,35,34,34,29,33,32,30,32,32,29,31
2013,37,34,32,34,33,33,35,34,34,35,42,36
2014,41,40,40,37,43,44,44,45,42,44,43,39
2015,39,43,41,41,44,50,41,47,35,41,39,51
2016,41,41,45,43,41,45,43,43,44,45,42,41
2017,46,47,48,49,46,51,53,53,47,46,47,48
2018,44,48,47,47,52,50,43,52,55,60,57,62
2019,52,52,54,56,48,46,49,47,46,45,46,49
2020,62,46,41,37,36,40,34,57,58,60,60,52
2021,66,47,64,79,60,59,58,83,63,56,79,63
