Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,28,26,28,28,28,27,27,27,29,30,26,26
2002,31,23,26,25,26,26,26,26,22,25,25,28
2003,27,27,26,23,27,29,28,26,26,28,29,28
2004,26,29,27,28,27,28,23,29,28,28,28,27
2005,26,23,27,27,27,27,26,25,28,25,25,22
2006,27,28,26,25,24,26,26,25,26,23,25,24
2007,31,23,24,21,22,22,23,27,24,24,27,25
2008,24,24,23,24,24,22,22,24,24,25,20,21
2009,21,26,20,23,21,20,23,20,21,23,24,23
2010,24,21,26,24,24,22,21,22,23,18,21,21
2011,20,20,22,19,20,21,21,20,21,22,18,19
2012,23,22,19,20,18,22,19,21,21,20,21,19
2013,19,22,22,19,22,21,20,21,20,20,18,21
2014,23,18,19,21,20,20,20,20,25,21,22,23
2015,20,25,25,22,23,22,24,24,22,23,26,26
2016,25,26,24,27,23,22,22,27,24,25,24,25
2017,24,23,26,24,26,24,23,22,23,24,31,23
2018,26,24,23,29,25,31,27,26,26,25,25,23
2019,25,25,24,24,27,28,25,25,26,25,24,25
2020,24,28,23,16,37,36,26,27,27,27,25,24
2021,25,27,27,30,18,27,27,26,32,28,28,28
