Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,89,109,106,90,78,75,94,60,71,71,70,66
2002,73,74,71,76,76,68,60,71,59,68,65,64
2003,64,53,48,52,53,57,57,52,55,56,58,59
2004,57,57,63,58,71,61,84,63,70,67,59,70
2005,55,66,66,66,58,72,73,67,77,75,77,77
2006,82,67,83,86,82,76,74,82,83,83,93,92
2007,97,90,95,101,100,110,93,83,103,106,104,97
2008,95,89,92,77,77,65,75,68,60,54,49,50
2009,45,49,49,35,44,41,39,44,43,44,44,44
2010,52,52,52,54,57,46,60,61,55,73,66,63
2011,55,56,56,55,58,60,59,56,69,58,56,55
2012,57,48,61,56,59,63,66,59,75,62,65,70
2013,70,71,69,75,73,69,67,66,71,77,76,80
2014,81,84,83,86,91,111,105,108,104,101,100,104
2015,100,114,116,116,109,101,119,102,103,106,109,104
2016,114,107,115,120,125,125,141,114,119,117,113,132
2017,120,118,95,118,117,119,115,131,124,144,131,131
2018,131,154,148,130,131,137,126,143,150,143,154,156
2019,156,150,155,151,151,149,156,148,148,131,134,130
2020,127,125,101,98,101,99,109,107,107,113,112,120
2021,136,139,151,197,224,228,228,210,192,214,217,236
