Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,62,48,56,59,54,58,57,50,46,55,57,55
2002,60,60,49,56,60,53,51,53,54,50,50,56
2003,57,67,53,52,49,49,50,54,69,62,58,53
2004,50,54,64,63,60,61,62,61,60,53,50,59
2005,68,58,60,54,65,67,52,73,68,72,71,71
2006,64,64,65,70,61,70,64,63,61,68,82,60
2007,71,66,69,66,68,69,79,82,74,75,77,84
2008,71,72,74,66,75,61,59,51,56,52,49,58
2009,47,47,42,41,35,40,37,36,35,35,39,37
2010,41,48,45,32,41,40,32,36,39,34,46,37
2011,41,29,35,36,39,43,44,46,46,44,44,42
2012,39,45,44,48,47,44,44,43,41,47,46,45
2013,51,50,57,57,51,43,53,58,56,57,54,51
2014,51,66,58,54,61,51,64,60,60,62,61,73
2015,80,57,54,48,50,58,50,52,57,64,67,82
2016,69,67,67,65,56,72,71,60,64,62,58,70
2017,75,69,76,76,88,91,80,81,80,80,91,76
2018,58,79,83,86,75,79,87,90,77,85,85,81
2019,85,86,71,84,89,75,84,84,88,80,77,68
2020,80,77,55,50,37,54,68,64,83,70,78,88
2021,66,89,92,106,86,87,94,87,91,87,98,104
