Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,67,58,60,61,67,54,61,64,55,52,48,49
2002,48,48,52,56,51,51,52,55,51,50,54,52
2003,61,46,45,49,46,49,44,46,50,49,49,51
2004,51,49,52,46,45,49,49,50,51,56,50,50
2005,50,51,51,52,52,49,49,50,47,48,58,52
2006,48,52,57,54,55,53,54,55,52,56,55,58
2007,61,61,59,57,59,61,53,57,58,52,55,51
2008,49,48,49,49,45,45,54,43,49,45,42,51
2009,35,41,43,40,42,50,36,45,44,45,48,45
2010,45,41,50,56,53,47,53,45,46,52,50,54
2011,53,54,53,51,48,51,43,51,47,50,52,50
2012,43,53,54,40,49,58,53,47,46,44,43,38
2013,44,39,39,43,54,46,46,52,51,39,45,50
2014,50,47,48,51,51,46,50,51,50,50,47,52
2015,48,50,55,60,50,48,49,43,54,54,58,58
2016,55,54,59,49,51,60,55,50,51,53,51,51
2017,56,55,51,54,52,57,54,52,57,59,55,54
2018,54,57,55,48,59,56,56,56,61,55,54,64
2019,55,53,57,59,57,64,56,60,54,54,56,53
2020,54,56,51,45,65,62,66,60,65,58,64,64
2021,54,64,70,67,64,73,66,57,64,62,62,64
