Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,19,20,20,20,19,22,19,19,19,20,19,18
2002,24,17,18,17,18,18,18,18,16,17,18,17
2003,18,17,17,15,17,18,17,23,17,19,18,20
2004,20,20,18,19,20,18,19,18,21,21,19,20
2005,19,19,21,19,19,20,19,19,21,18,18,16
2006,15,19,19,19,19,19,21,19,20,18,19,18
2007,17,17,17,16,17,17,18,18,17,18,19,19
2008,28,16,18,18,15,17,15,17,17,17,13,15
2009,15,16,14,15,15,15,14,14,14,17,15,14
2010,15,14,15,15,17,15,15,15,16,15,15,15
2011,13,16,17,15,14,15,15,15,15,15,16,15
2012,18,16,14,13,14,17,14,15,19,13,15,16
2013,14,14,16,14,16,15,15,15,15,15,14,14
2014,14,16,15,15,16,14,16,16,16,15,16,17
2015,13,17,18,17,16,15,16,15,18,18,19,18
2016,16,17,17,16,16,18,15,19,18,18,17,21
2017,19,18,17,22,19,19,20,17,17,22,17,17
2018,15,20,19,17,21,20,20,21,17,18,20,19
2019,21,20,19,21,20,20,19,19,19,21,20,19
2020,19,19,17,13,36,44,23,21,20,25,21,19
2021,21,22,24,21,26,39,23,22,24,25,23,22
