Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,37,44,41,36,34,32,33,27,28,29,31,30
2002,29,25,28,28,27,25,27,29,25,29,27,29
2003,27,25,25,24,34,31,26,31,29,30,30,32
2004,35,33,30,30,37,30,44,34,40,38,31,37
2005,45,41,43,46,39,41,41,40,41,40,42,52
2006,42,43,54,48,46,47,47,44,46,42,46,44
2007,47,50,49,48,50,52,50,52,51,58,51,48
2008,49,43,45,34,45,31,32,32,29,32,27,27
2009,23,23,20,21,22,19,18,20,23,20,21,24
2010,23,27,21,37,39,32,32,28,30,30,39,33
2011,30,30,30,28,29,40,36,32,34,32,29,34
2012,26,26,27,29,30,33,32,33,36,34,38,36
2013,39,35,40,32,37,38,35,40,33,43,46,50
2014,47,55,49,54,54,51,47,54,53,47,47,46
2015,52,54,56,56,51,50,57,50,46,62,56,54
2016,55,56,56,62,57,60,57,51,56,49,55,52
2017,52,60,52,52,58,55,60,66,57,70,59,58
2018,64,61,72,63,64,68,63,77,75,78,70,73
2019,66,68,71,70,70,68,66,61,61,63,67,68
2020,74,61,61,35,52,75,81,68,73,77,64,61
2021,75,79,100,81,118,158,156,119,109,112,109,112
