Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,36,42,36,33,37,33,34,31,32,34,32,30
2002,33,29,31,32,32,33,39,34,36,32,32,34
2003,35,32,31,34,33,33,34,34,33,38,35,33
2004,33,32,35,35,34,34,32,31,32,31,31,40
2005,33,37,36,42,38,35,36,36,37,40,42,41
2006,42,38,37,35,33,51,38,38,36,33,44,35
2007,32,31,38,35,35,34,33,39,36,36,35,33
2008,29,38,33,34,34,32,33,33,33,38,29,31
2009,30,29,25,26,27,25,28,25,26,23,27,26
2010,28,26,30,28,37,30,24,25,25,24,27,28
2011,24,26,30,27,26,28,27,27,26,22,25,25
2012,29,31,27,28,35,26,28,28,27,35,27,26
2013,26,25,25,32,26,27,30,30,31,24,27,30
2014,29,27,29,28,30,29,29,30,29,31,30,30
2015,29,32,31,29,29,29,30,28,29,31,30,30
2016,28,30,26,28,29,35,28,30,30,26,28,30
2017,35,28,29,31,30,31,27,31,29,28,31,30
2018,29,29,29,30,32,32,31,34,29,31,35,33
2019,32,37,37,38,36,33,38,36,40,39,37,42
2020,41,33,31,25,43,38,32,30,38,36,31,27
2021,32,33,34,34,31,40,43,40,41,37,38,32
