Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,54,57,60,61,60,57,59,63,52,65,58,50
2002,66,51,51,47,49,70,52,48,49,50,53,49
2003,54,53,54,49,64,55,48,51,56,47,51,66
2004,53,55,55,73,54,52,56,60,51,57,61,54
2005,58,55,53,69,48,49,52,47,53,50,49,51
2006,51,49,53,51,74,61,57,48,59,59,67,47
2007,64,54,55,47,58,55,50,53,46,62,74,54
2008,58,60,53,53,51,51,60,55,54,54,44,60
2009,49,54,62,56,50,49,47,46,46,42,48,59
2010,48,45,52,38,35,51,44,43,47,39,60,41
2011,41,39,41,35,45,41,38,44,39,43,42,38
2012,48,42,41,39,35,43,38,36,38,35,39,39
2013,45,42,41,41,45,46,43,45,41,41,32,35
2014,38,45,41,42,42,43,43,41,48,48,46,55
2015,44,42,44,44,33,44,46,68,46,46,42,46
2016,56,49,51,55,44,47,51,57,46,42,62,50
2017,53,58,62,58,55,52,48,51,55,59,56,51
2018,50,43,46,48,49,52,50,48,48,42,43,44
2019,44,46,58,53,51,53,48,52,51,56,58,54
2020,58,64,196,131,43,50,53,50,52,50,72,62
2021,43,48,54,50,49,51,58,50,63,56,74,50
