Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,118,101,95,100,98,106,95,74,84,78,79,75
2002,76,67,74,64,68,66,72,78,67,64,76,70
2003,83,72,54,69,67,74,60,70,62,68,59,64
2004,65,69,71,73,92,69,77,74,80,83,81,87
2005,80,80,77,81,85,78,83,83,92,90,94,97
2006,93,91,108,122,90,98,97,95,110,105,113,101
2007,131,130,130,117,118,125,124,129,122,102,110,111
2008,132,111,107,99,114,98,93,93,70,78,77,66
2009,60,54,52,52,50,51,42,45,46,48,47,52
2010,54,54,53,62,58,50,60,56,52,62,64,57
2011,53,57,75,59,56,68,75,64,86,72,75,82
2012,87,81,91,84,93,97,79,85,100,91,95,97
2013,89,98,94,81,79,72,75,84,79,86,88,90
2014,86,86,88,91,98,109,106,122,89,89,89,94
2015,134,130,127,145,139,114,149,139,149,140,137,184
2016,168,153,165,149,143,139,131,143,130,139,135,137
2017,119,121,122,128,129,132,137,130,141,146,138,135
2018,157,140,146,151,148,173,158,161,164,157,162,157
2019,155,167,159,172,157,162,167,173,155,145,166,168
2020,198,165,128,80,117,126,118,128,125,133,148,146
2021,162,167,184,165,184,226,231,210,224,229,225,225
