Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,96,116,169,115,88,101,147,106,152,170,131,116
2002,110,118,129,130,132,139,108,148,114,116,119,111
2003,137,114,123,84,140,111,128,127,112,121,115,127
2004,153,116,94,121,112,128,109,113,102,76,139,152
2005,111,87,153,142,119,118,109,95,121,115,91,129
2006,119,121,101,103,93,91,103,83,105,109,95,98
2007,97,128,99,86,99,83,99,114,98,130,127,116
2008,100,115,105,110,134,115,103,127,122,122,114,124
2009,162,138,169,140,136,193,130,135,132,100,83,154
2010,116,114,133,73,121,132,148,126,115,147,152,128
2011,100,143,121,174,155,143,137,129,112,101,112,114
2012,109,128,121,86,92,114,119,132,136,109,156,103
2013,118,113,153,138,120,129,128,126,106,126,101,108
2014,99,96,100,84,84,93,72,79,92,152,93,121
2015,124,87,114,111,113,98,75,114,128,97,100,115
2016,103,115,131,123,129,113,116,114,107,97,107,108
2017,105,109,104,112,103,105,112,103,123,106,125,118
2018,176,117,102,109,93,114,91,118,110,120,115,90
2019,108,96,93,117,84,139,123,135,123,121,107,134
2020,98,134,886,700,153,100,118,84,79,103,101,69
2021,103,106,84,80,85,46,79,58,65,78,66,68
