Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,47,48,42,39,41,39,45,43,42,43,31,40
2002,42,37,31,38,41,33,35,36,34,33,35,34
2003,32,37,36,40,33,35,33,35,33,33,36,34
2004,35,46,37,39,36,45,43,37,39,43,42,43
2005,40,43,47,42,47,46,41,45,48,46,47,55
2006,53,51,51,42,48,53,48,49,46,43,46,45
2007,47,45,38,48,48,43,46,47,44,48,41,45
2008,43,53,39,39,38,36,40,38,34,37,36,31
2009,28,29,28,28,28,28,36,23,28,28,30,30
2010,30,25,32,29,27,30,28,29,29,30,31,35
2011,29,35,33,32,50,34,35,36,31,30,40,25
2012,32,32,32,37,33,33,32,32,31,33,32,31
2013,29,35,33,32,31,33,34,33,35,33,35,38
2014,39,44,36,38,42,42,44,39,47,50,42,43
2015,48,37,47,48,54,41,46,46,43,46,51,51
2016,45,49,44,49,50,49,46,56,53,56,50,48
2017,47,51,55,56,53,55,56,55,50,53,57,49
2018,50,46,47,71,61,52,65,57,65,67,68,68
2019,72,79,73,64,55,65,57,62,60,58,54,56
2020,75,56,46,42,43,50,51,57,62,69,73,54
2021,65,56,66,89,61,60,64,61,69,80,81,75
