Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,109,89,90,78,84,106,89,84,86,72,74,70
2002,72,74,66,69,67,62,61,65,57,69,69,64
2003,60,61,68,60,65,69,55,75,54,69,60,69
2004,73,72,72,72,72,66,72,59,75,73,78,91
2005,74,72,78,74,66,77,80,84,85,88,90,83
2006,93,95,96,93,77,85,87,86,92,77,84,88
2007,84,89,86,76,88,101,85,84,93,101,92,88
2008,82,82,76,76,84,79,65,76,70,66,64,67
2009,61,62,52,59,58,43,47,43,42,46,46,42
2010,55,50,53,64,57,60,58,57,57,54,64,50
2011,61,59,64,58,64,68,71,68,71,77,68,73
2012,77,68,85,65,73,79,70,73,78,76,76,75
2013,64,84,92,90,89,93,73,100,89,92,91,82
2014,86,98,95,97,97,94,112,115,117,107,120,131
2015,119,139,118,134,125,125,126,106,111,121,114,120
2016,135,109,153,118,116,108,114,109,112,105,116,110
2017,111,112,112,115,114,137,126,127,141,135,139,132
2018,136,138,138,138,155,149,138,157,154,161,164,162
2019,157,152,155,163,154,161,163,154,152,161,141,130
2020,158,149,125,102,117,127,175,124,128,125,124,118
2021,125,130,178,213,188,208,230,211,219,217,218,219
