Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,49,45,38,39,38,33,37,34,32,34,32,30
2002,37,29,30,30,29,32,28,31,30,29,27,28
2003,29,29,29,28,27,33,34,29,29,31,33,33
2004,32,31,34,31,32,30,29,29,33,29,25,34
2005,31,33,32,34,34,32,38,32,38,42,39,40
2006,40,41,43,44,41,46,44,47,40,41,47,43
2007,41,40,43,46,40,39,39,42,43,39,39,41
2008,41,36,37,36,34,33,30,29,25,29,28,25
2009,24,23,21,18,21,19,20,19,21,21,20,20
2010,23,24,21,24,24,23,24,23,22,23,21,22
2011,22,23,26,24,27,27,29,28,32,32,34,33
2012,35,32,36,33,31,35,32,33,32,33,36,33
2013,27,31,29,32,31,31,31,33,30,27,28,30
2014,30,31,32,28,31,35,32,40,33,37,35,35
2015,38,39,39,45,45,37,43,40,40,45,43,43
2016,51,45,43,41,42,40,39,39,40,38,39,42
2017,41,41,43,46,41,42,45,43,44,38,45,45
2018,47,45,50,47,48,50,50,56,54,56,58,56
2019,54,53,54,56,56,55,48,51,56,51,50,46
2020,52,54,44,35,50,53,57,64,60,60,58,59
2021,63,66,77,69,84,83,84,87,84,87,80,89
