Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,14,16,14,16,13,16,15,13,15,15,14
2002,14,15,13,14,15,15,14,13,14,14,14,13
2003,17,13,13,14,16,13,12,14,13,14,13,12
2004,12,13,15,15,13,14,14,13,13,15,16,15
2005,17,14,14,13,12,14,12,14,14,13,12,14
2006,17,14,13,14,13,12,14,11,13,15,12,13
2007,13,13,12,12,12,12,14,13,12,14,14,13
2008,15,14,13,12,13,14,13,13,12,12,12,14
2009,12,13,13,12,12,13,11,10,12,12,12,12
2010,12,11,14,9,12,11,12,13,10,13,14,11
2011,10,11,10,10,11,11,11,10,11,11,12,10
2012,11,12,12,13,10,11,10,11,10,11,11,10
2013,12,12,14,11,13,12,11,12,11,11,10,11
2014,12,11,11,11,12,11,11,10,11,12,11,13
2015,12,12,12,13,12,12,13,14,12,13,13,14
2016,13,13,14,14,10,13,12,13,12,12,13,13
2017,13,15,12,11,13,13,14,13,13,15,13,11
2018,13,13,13,12,12,13,12,13,13,13,12,13
2019,11,12,12,11,13,13,12,12,13,12,13,12
2020,13,13,45,30,7,11,11,9,12,12,14,13
2021,12,12,12,10,9,12,15,13,15,15,16,14
