Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,85,68,76,80,65,62,64,60,56,61,66,56
2002,59,58,56,60,59,46,54,65,59,49,49,63
2003,58,56,52,49,47,52,49,41,54,59,46,43
2004,41,51,59,58,54,57,56,59,47,69,58,59
2005,61,59,60,63,58,70,53,71,81,63,67,73
2006,63,69,59,58,71,78,69,65,61,62,72,67
2007,61,59,58,54,67,56,73,63,56,62,60,60
2008,74,73,70,62,66,61,62,63,58,60,50,52
2009,36,47,46,56,33,41,36,49,39,38,61,44
2010,29,44,42,44,41,43,32,39,43,42,49,39
2011,42,39,43,41,34,39,40,47,42,44,38,46
2012,42,53,44,40,40,42,45,36,40,34,40,35
2013,38,42,42,49,45,38,44,43,41,43,41,51
2014,45,43,50,43,50,45,56,54,57,62,51,54
2015,63,87,52,48,60,61,55,55,51,58,62,60
2016,51,50,59,58,50,60,76,53,66,65,72,69
2017,73,68,63,66,60,62,59,65,65,69,67,61
2018,65,55,70,79,72,79,66,75,67,65,60,63
2019,84,74,70,65,65,72,81,77,76,80,67,71
2020,78,80,62,51,57,52,63,54,54,59,62,61
2021,68,68,66,75,83,85,80,82,81,88,84,86
