Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,106,99,94,91,90,86,88,91,89,84,100,85
2002,91,85,101,90,89,89,98,95,96,94,92,104
2003,94,106,96,85,93,106,99,97,90,99,91,102
2004,95,96,121,101,95,102,97,113,98,93,106,87
2005,108,94,110,96,120,105,106,104,100,100,86,99
2006,97,96,91,84,98,84,97,96,84,94,94,92
2007,84,98,88,95,88,85,90,103,96,83,80,90
2008,82,78,101,92,80,92,79,81,74,85,87,90
2009,97,130,78,86,82,75,98,76,89,91,88,87
2010,87,81,76,76,87,95,80,84,92,80,71,66
2011,70,77,90,65,71,66,78,88,79,63,83,75
2012,75,74,83,93,70,79,65,75,67,73,78,84
2013,74,86,67,79,84,70,77,73,77,82,68,85
2014,74,72,93,81,70,76,85,76,86,85,71,76
2015,78,78,72,73,76,84,76,85,79,80,85,89
2016,78,89,75,94,94,88,82,90,93,86,76,72
2017,90,88,94,86,97,90,109,105,89,92,104,108
2018,97,95,96,95,98,102,99,89,93,95,104,113
2019,100,118,115,110,95,105,87,108,115,103,100,95
2020,110,83,287,194,77,75,79,72,70,81,82,70
2021,77,88,80,98,85,96,94,92,102,96,103,101
