Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,114,107,93,86,74,80,75,70,74,78,76,74
2002,64,62,67,69,73,63,57,69,62,66,65,62
2003,73,84,65,62,66,91,69,61,60,59,62,64
2004,66,69,71,66,84,68,81,77,82,87,71,87
2005,100,81,85,93,78,98,97,101,111,102,100,109
2006,97,105,120,116,112,113,100,107,107,112,105,103
2007,103,111,105,110,117,147,114,105,115,117,112,107
2008,108,96,96,91,98,77,79,80,61,65,65,64
2009,59,62,57,49,48,43,43,44,51,48,50,41
2010,56,70,49,59,65,61,64,68,64,77,72,67
2011,57,59,63,62,60,77,81,68,89,77,80,80
2012,81,66,83,79,73,83,82,77,75,72,82,90
2013,90,96,92,92,91,78,74,80,80,85,82,77
2014,86,105,94,93,105,116,89,116,116,103,104,109
2015,104,113,106,130,111,84,124,102,102,120,109,117
2016,133,98,121,108,117,106,120,118,126,111,122,116
2017,110,112,113,120,114,132,131,126,130,129,131,138
2018,133,124,136,158,141,161,158,159,150,175,154,158
2019,196,168,159,152,182,144,150,152,172,138,152,151
2020,154,158,129,112,136,134,138,159,154,161,149,164
2021,159,174,181,193,216,200,221,242,214,227,221,241
