Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3245,3053,3054,3163,2993,2878,2947,2928,2703,2795,2560,2559
2002,2845,2572,2493,2624,2537,2522,2561,2561,2521,2423,2403,2501
2003,2429,2490,2394,2279,2291,2315,2271,2195,2354,2415,2411,2444
2004,2354,2448,2582,2534,2428,2659,2609,2586,2531,2550,2789,2695
2005,2732,2651,2747,2741,2763,2754,2735,2957,3046,2863,2895,2849
2006,2945,2965,2956,2778,3002,3042,3047,3056,2888,2983,3043,2999
2007,2956,2933,2997,2911,3010,2910,2951,3014,2691,2926,2784,2773
2008,2847,2881,2661,2837,2607,2595,2489,2445,2468,2347,2157,2084
2009,1976,1952,1834,1712,1683,1685,1685,1555,1627,1660,1810,1766
2010,1742,1844,1856,1897,1813,1911,1785,1842,1895,1846,1887,1977
2011,1832,1958,2033,1882,1965,1923,1986,2031,2041,1997,2039,1981
2012,2030,2130,2167,2134,2138,2152,2072,2069,1950,2035,2078,2051
2013,2280,2298,2124,2296,2234,2203,2363,2316,2302,2372,2391,2287
2014,2311,2411,2449,2474,2483,2507,2633,2549,2732,2718,2600,2552
2015,2764,2741,2754,2705,2743,2756,2764,2879,2778,2810,2897,3056
2016,2875,2994,2917,2955,3009,3018,2967,2998,3047,3074,3026,2989
2017,3188,3089,3150,3028,3111,3154,3097,3103,3190,3219,3186,3222
2018,3060,3195,3309,3364,3384,3381,3437,3431,3414,3487,3502,3407
2019,3545,3558,3527,3491,3468,3486,3624,3557,3452,3453,3530,3516
2020,3578,3445,2951,2038,2244,2580,2973,2901,3158,3297,3258,3368
2021,3311,3439,3695,4015,3838,4035,4088,4126,4253,4132,4510,4403
