Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,57,58,53,50,72,56,52,65,64,54,55,51
2002,63,51,46,57,51,54,57,49,49,61,46,44
2003,48,45,48,48,44,55,40,45,50,45,46,46
2004,47,42,44,42,44,44,42,43,44,46,50,42
2005,45,49,51,44,45,49,61,50,46,45,47,53
2006,51,47,52,50,60,54,50,48,48,49,52,56
2007,52,55,53,58,59,52,56,57,48,58,54,54
2008,61,49,49,55,49,49,49,49,63,54,52,47
2009,45,47,47,46,49,40,37,45,39,39,36,49
2010,38,43,44,46,42,47,49,40,40,40,48,36
2011,45,34,44,38,45,50,41,40,45,41,37,47
2012,37,43,50,36,44,45,39,47,38,40,43,39
2013,41,38,37,41,42,38,41,47,44,36,43,44
2014,41,39,42,43,45,43,42,43,47,42,42,40
2015,43,44,51,50,45,51,44,43,50,53,50,48
2016,48,47,51,52,60,53,55,50,44,52,49,64
2017,62,50,48,52,44,67,43,58,53,50,49,51
2018,50,50,57,51,53,52,49,57,56,65,57,51
2019,47,54,54,53,53,55,53,54,51,51,55,50
2020,53,56,144,86,28,48,53,41,45,50,50,43
2021,45,48,45,43,49,58,56,60,51,56,60,54
