Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,129,122,105,113,116,123,120,116,96,113,116,107
2002,106,105,115,114,108,103,109,103,103,96,112,97
2003,99,107,103,98,94,92,99,120,106,104,108,109
2004,101,96,98,86,101,101,98,101,93,99,108,113
2005,100,104,118,110,103,98,103,99,101,92,85,98
2006,105,104,111,104,124,123,102,114,106,116,156,102
2007,118,123,113,117,114,102,109,126,107,108,105,113
2008,112,113,105,104,99,132,123,111,102,114,103,96
2009,99,98,105,92,84,86,89,73,89,78,86,86
2010,80,81,80,101,89,106,81,82,88,87,86,88
2011,99,86,108,82,89,86,90,90,89,82,93,97
2012,105,97,97,95,98,103,97,120,110,122,98,113
2013,97,121,95,108,105,103,102,105,101,111,94,95
2014,101,120,111,105,95,99,94,96,96,113,94,97
2015,107,89,104,94,99,107,118,116,112,110,118,119
2016,109,113,119,127,140,138,123,117,122,110,110,103
2017,101,111,108,120,116,106,112,116,107,136,104,128
2018,147,127,138,136,135,133,144,120,145,147,140,130
2019,127,156,124,121,98,113,112,131,113,117,113,138
2020,146,122,264,278,102,127,124,121,136,118,124,122
2021,129,125,144,154,131,119,127,147,139,133,145,149
