Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,16,14,16,15,14,14,14,14,14,14,13,12
2002,15,15,12,17,13,14,14,14,14,13,14,15
2003,14,15,13,12,13,13,13,12,13,17,14,13
2004,13,13,14,13,17,14,14,14,15,13,14,13
2005,13,13,13,14,16,15,14,17,18,15,16,15
2006,15,16,17,17,15,15,15,15,14,13,14,13
2007,16,14,14,15,14,16,17,15,14,16,15,16
2008,16,18,17,15,16,15,16,15,15,16,15,19
2009,16,18,16,15,12,15,14,12,12,13,14,14
2010,12,11,11,12,11,12,10,11,12,12,12,12
2011,10,11,9,12,12,11,11,13,12,12,12,12
2012,12,13,13,13,14,14,16,13,13,15,13,12
2013,15,13,13,14,13,13,13,14,13,12,14,13
2014,12,13,13,11,13,13,15,14,13,13,14,13
2015,14,15,17,14,14,15,14,14,15,15,16,15
2016,13,16,13,15,14,15,13,13,14,13,14,13
2017,14,12,13,13,12,14,13,13,13,15,12,13
2018,13,14,14,13,14,13,17,15,13,15,13,14
2019,14,13,15,16,16,14,17,15,16,18,17,17
2020,16,16,33,20,11,13,13,11,12,11,17,12
2021,17,16,15,10,13,13,13,16,13,13,16,14
