Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,5,5,6,6,6,5,7,6,5,6,7,5
2002,6,6,5,5,7,7,7,6,6,6,7,6
2003,8,6,5,7,9,5,6,7,6,7,5,6
2004,6,7,8,7,6,6,6,5,6,7,8,7
2005,5,6,7,6,5,6,5,5,6,5,4,5
2006,7,6,5,5,5,5,6,3,5,7,4,5
2007,6,6,4,5,5,4,5,6,5,6,7,5
2008,6,6,6,4,6,6,6,7,6,5,5,7
2009,7,7,8,7,7,8,6,6,7,6,6,7
2010,6,5,8,4,6,5,6,6,4,8,8,5
2011,5,6,5,4,5,6,5,5,5,5,7,5
2012,5,6,6,6,5,5,5,5,5,5,5,5
2013,5,5,8,6,5,6,5,5,5,4,4,5
2014,6,4,4,4,6,5,4,4,5,5,4,6
2015,5,5,5,6,4,5,4,6,5,5,5,5
2016,5,6,6,6,4,5,4,5,4,4,5,5
2017,5,6,4,4,5,5,6,6,6,5,6,4
2018,6,5,5,3,5,5,5,5,5,6,5,5
2019,4,5,5,4,5,5,4,4,5,5,5,5
2020,5,5,39,29,5,5,4,4,6,5,5,5
2021,4,5,4,4,3,3,4,3,5,4,3,4
