Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,78,51,77,72,73,52,67,71,52,63,78,51
2002,61,58,53,59,56,46,62,44,81,45,45,57
2003,59,55,54,51,70,74,69,50,64,55,49,54
2004,49,61,86,76,48,61,59,78,53,79,72,77
2005,61,95,58,58,59,74,53,71,65,73,64,67
2006,43,45,51,47,86,63,51,43,50,86,47,59
2007,84,56,49,122,58,37,39,60,77,58,81,47
2008,76,81,97,53,69,76,73,94,76,60,49,65
2009,71,58,80,89,76,57,62,65,68,73,109,60
2010,51,65,82,55,67,54,66,44,46,58,48,53
2011,66,60,53,49,63,47,57,43,79,46,50,23
2012,43,57,63,59,111,64,60,63,54,65,73,78
2013,50,41,61,48,42,61,65,62,61,49,28,44
2014,74,61,41,42,47,53,75,53,41,52,29,63
2015,58,50,51,54,39,53,40,57,67,48,61,54
2016,57,75,48,54,68,43,37,85,33,31,38,48
2017,51,40,53,45,30,45,47,51,71,57,42,28
2018,47,50,48,45,54,47,48,62,46,54,46,48
2019,39,44,55,55,49,54,49,50,59,57,67,40
2020,73,61,517,273,71,69,50,59,60,65,93,67
2021,48,46,43,45,42,47,42,34,51,38,45,25
