Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,44,46,48,43,81,57,34,51,52,45,48,36
2002,37,38,33,46,37,39,35,33,36,46,27,40
2003,45,33,31,33,39,35,47,45,26,31,34,36
2004,39,34,38,36,31,29,29,31,29,32,34,32
2005,37,50,69,29,51,32,45,35,45,36,47,42
2006,32,36,48,34,39,35,29,28,36,40,52,36
2007,32,36,38,41,36,38,38,41,50,38,41,33
2008,31,37,30,39,36,50,66,33,46,72,43,41
2009,54,42,57,40,51,39,38,51,37,37,28,61
2010,55,50,42,40,43,58,58,54,37,34,37,50
2011,52,24,28,43,31,49,28,33,32,31,30,29
2012,30,28,30,30,29,34,38,32,34,32,34,29
2013,26,28,26,28,36,28,22,41,37,32,34,32
2014,30,35,42,41,45,35,36,27,26,37,32,42
2015,28,30,38,40,33,31,29,33,38,30,41,30
2016,29,33,41,26,25,33,30,38,25,34,35,41
2017,45,37,43,45,34,49,44,33,24,37,28,46
2018,27,34,32,29,35,28,25,32,34,36,31,30
2019,33,27,25,29,44,27,28,39,50,31,46,34
2020,28,35,275,182,36,36,33,28,32,33,35,23
2021,25,26,23,20,19,27,24,27,24,23,18,22
