Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,348,329,328,340,295,255,242,252,251,192,215,205
2002,218,208,202,197,197,209,186,176,181,204,189,158
2003,187,173,168,165,208,197,200,194,167,179,191,210
2004,178,212,232,212,193,181,214,215,213,228,182,241
2005,196,228,230,252,241,220,229,211,242,240,239,250
2006,267,247,266,256,219,237,232,265,279,285,259,241
2007,265,254,248,248,251,259,249,246,256,256,252,233
2008,234,228,236,213,230,226,225,230,206,198,217,234
2009,183,192,178,144,181,176,162,161,145,144,135,158
2010,158,151,134,172,182,179,185,161,168,197,160,176
2011,185,191,181,198,191,203,209,188,217,207,222,221
2012,218,210,229,226,231,229,235,270,237,229,237,248
2013,260,249,272,222,227,232,214,236,238,244,233,234
2014,221,232,254,257,273,282,261,265,258,266,225,259
2015,314,290,257,276,283,287,348,271,301,307,311,313
2016,312,277,326,328,347,357,356,347,351,347,336,351
2017,332,357,308,358,339,339,345,339,320,346,345,365
2018,391,387,414,396,369,395,404,375,393,388,410,373
2019,375,375,363,343,391,405,381,452,401,418,367,402
2020,428,393,333,247,298,344,403,343,326,338,354,348
2021,357,397,406,522,497,537,693,554,553,565,640,590
