Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,67,54,68,49,61,80,64,64,53,58,86,49
2002,51,77,63,71,57,51,95,65,66,82,53,76
2003,90,64,59,52,73,68,66,78,78,60,57,61
2004,56,53,46,64,54,49,59,50,51,42,53,60
2005,53,88,72,62,61,69,58,56,48,67,60,73
2006,34,50,56,32,70,59,55,68,71,52,68,56
2007,60,46,63,56,56,51,47,46,108,76,69,82
2008,86,69,83,73,64,99,81,58,65,59,62,57
2009,74,85,85,65,67,60,96,65,56,68,54,47
2010,42,73,42,49,39,56,52,58,45,37,54,58
2011,63,52,49,79,46,62,55,60,56,39,71,56
2012,51,45,49,64,93,47,51,57,56,76,42,48
2013,46,55,57,45,64,58,47,52,63,41,69,55
2014,47,61,48,41,60,53,60,77,64,75,55,57
2015,75,64,68,81,46,56,47,42,63,73,51,55
2016,71,62,55,64,60,63,73,53,55,49,46,76
2017,53,48,58,83,136,105,65,68,66,59,93,44
2018,77,68,59,40,50,48,54,53,39,51,59,57
2019,49,47,54,53,42,46,48,53,60,50,52,72
2020,58,71,299,250,61,69,67,47,41,41,56,51
2021,48,61,57,53,47,60,65,42,60,53,53,57
