Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,45,43,40,37,34,35,36,29,31,32,36,32
2002,31,34,26,30,31,28,28,30,27,30,27,25
2003,34,23,24,26,27,32,26,27,28,28,28,30
2004,31,30,31,30,40,30,39,31,34,33,33,36
2005,33,33,37,35,33,37,36,37,35,37,36,38
2006,42,41,56,44,44,41,42,44,49,48,50,45
2007,52,45,51,59,50,55,49,55,53,53,54,57
2008,55,48,47,40,42,36,39,36,29,32,31,30
2009,25,28,24,20,22,22,21,22,24,20,22,23
2010,26,31,27,32,29,26,28,26,27,31,31,32
2011,28,30,33,32,28,37,39,37,39,37,28,33
2012,31,28,33,33,34,33,32,33,36,33,36,34
2013,37,39,38,36,38,37,37,35,34,43,39,41
2014,45,41,44,43,44,51,47,57,49,50,49,54
2015,51,58,56,59,58,53,66,56,59,58,56,58
2016,56,57,63,65,64,61,59,60,60,59,66,60
2017,62,59,60,62,63,67,70,69,73,73,69,68
2018,82,76,70,72,65,72,76,80,82,94,86,85
2019,88,79,88,85,80,83,84,78,73,73,74,75
2020,75,77,64,68,67,62,64,71,69,69,73,80
2021,74,85,84,119,104,105,131,120,110,124,115,134
