Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,25,18,15,32,22,15,27,29,24,24,21
2002,20,18,20,22,22,20,21,19,20,28,18,16
2003,20,19,19,21,18,28,15,20,20,17,19,18
2004,20,18,19,15,18,18,17,17,16,18,20,15
2005,18,21,22,17,18,21,30,17,17,16,17,21
2006,17,16,19,17,26,21,16,16,15,15,18,19
2007,17,16,19,22,19,16,26,21,17,22,18,21
2008,24,19,16,21,18,19,21,19,26,25,27,23
2009,22,23,26,24,29,20,16,25,19,21,16,24
2010,18,24,19,24,18,24,26,17,17,14,18,16
2011,21,12,20,15,21,21,17,15,18,14,15,15
2012,12,15,22,13,18,18,15,21,16,15,17,13
2013,14,13,13,15,15,14,13,19,14,13,15,18
2014,16,15,13,13,15,14,14,16,19,16,18,17
2015,14,14,21,17,17,21,17,15,15,22,14,14
2016,17,15,18,18,25,21,19,15,10,16,17,23
2017,20,15,16,19,11,34,11,24,19,16,15,16
2018,15,15,18,16,16,14,13,17,17,22,18,15
2019,15,17,14,15,13,14,15,16,14,15,18,15
2020,15,18,117,65,14,21,16,11,12,14,16,10
2021,11,13,13,11,18,15,12,12,12,11,12,12
