Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,17,18,18,16,17,20,19,13,19,18,26,17
2002,21,15,16,16,15,16,19,17,16,17,18,18
2003,18,16,19,17,18,19,18,21,23,22,16,17
2004,18,19,17,15,20,16,17,18,15,15,17,16
2005,17,17,26,18,18,17,16,15,15,16,16,16
2006,15,18,18,17,17,16,19,17,20,13,25,14
2007,18,18,17,20,17,22,15,17,25,15,16,17
2008,17,15,17,20,17,17,16,17,18,20,21,21
2009,20,24,22,19,18,19,20,18,21,20,18,22
2010,16,15,13,15,17,19,18,16,16,15,14,16
2011,19,20,16,12,19,15,14,18,15,14,15,17
2012,17,13,14,17,14,16,15,16,16,15,19,13
2013,13,13,14,13,19,17,13,13,13,17,12,16
2014,16,15,16,16,13,15,14,17,17,15,15,13
2015,15,15,16,12,13,13,13,12,13,15,15,15
2016,14,15,13,12,14,13,21,16,22,14,13,11
2017,16,14,14,16,17,15,15,16,14,16,16,16
2018,19,15,13,15,16,17,17,16,14,16,15,23
2019,14,14,22,16,16,15,17,15,16,12,13,18
2020,13,17,77,56,12,17,12,11,11,12,14,15
2021,14,15,14,14,11,10,10,12,15,14,12,16
