Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,163,156,123,126,125,129,118,114,111,120,104,106
2002,98,93,103,97,104,91,100,102,95,96,92,93
2003,100,95,93,84,85,87,76,97,83,90,90,89
2004,92,89,86,116,93,85,92,86,98,94,80,114
2005,101,100,104,106,105,109,108,104,112,109,117,112
2006,110,114,109,121,119,126,105,129,112,125,104,132
2007,117,107,115,95,93,108,101,92,93,122,101,100
2008,96,98,105,100,122,94,87,86,87,74,88,73
2009,67,94,55,62,61,52,52,59,58,56,63,56
2010,62,69,62,78,74,68,91,79,86,84,80,86
2011,94,97,99,92,100,107,110,100,106,112,100,110
2012,120,113,134,117,115,124,111,109,112,97,124,142
2013,106,113,114,112,119,126,112,110,112,117,115,131
2014,97,110,118,121,126,128,132,139,141,142,133,145
2015,170,161,139,153,154,158,172,167,165,164,159,161
2016,161,167,162,177,167,188,194,167,166,178,203,186
2017,195,191,196,194,189,214,185,224,211,213,224,228
2018,223,216,217,221,229,219,229,242,235,232,218,237
2019,225,202,238,224,222,226,209,206,210,240,216,200
2020,219,214,138,98,132,221,238,223,212,200,212,217
2021,247,252,261,329,390,433,377,364,366,397,345,354
