Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,83,74,75,63,70,77,86,77,76,80,69,71
2002,75,66,65,75,69,60,67,73,64,62,65,68
2003,63,71,69,71,65,68,64,67,65,65,72,65
2004,72,85,71,78,73,75,76,70,64,78,78,80
2005,74,76,101,76,85,88,79,79,83,79,73,94
2006,85,83,99,76,85,87,86,91,89,80,91,80
2007,87,72,71,82,88,84,78,83,77,79,69,79
2008,73,79,68,77,69,66,72,75,66,79,80,99
2009,72,79,65,72,69,67,73,52,74,69,84,59
2010,61,58,68,56,56,68,59,69,61,53,57,62
2011,75,73,61,59,73,60,64,65,70,60,65,55
2012,59,59,62,70,70,68,57,73,58,64,64,62
2013,64,68,64,60,62,60,67,65,64,62,64,71
2014,81,75,71,70,71,78,80,72,83,88,76,76
2015,79,64,87,78,85,75,75,75,77,82,86,80
2016,77,81,77,89,90,82,81,92,84,87,80,78
2017,77,79,86,86,90,98,90,98,87,90,88,84
2018,97,71,68,105,86,78,96,86,94,98,103,106
2019,113,119,114,100,85,89,91,95,130,97,89,92
2020,112,95,182,171,72,84,87,83,85,94,97,82
2021,95,86,94,116,82,85,89,88,99,110,106,115
