Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,38,36,37,38,36,39,37,35,31,30,27,31
2002,30,25,26,26,24,27,32,29,29,27,25,26
2003,26,26,21,24,22,25,24,22,24,26,26,26
2004,26,24,25,28,27,24,24,26,25,27,28,25
2005,26,28,28,29,28,28,24,28,26,26,30,29
2006,33,29,32,28,30,31,32,31,30,30,28,29
2007,30,38,33,28,34,28,29,29,30,29,27,27
2008,26,27,24,30,26,27,28,27,31,22,25,21
2009,19,29,17,18,18,20,22,17,18,21,21,22
2010,22,21,23,25,21,22,21,25,21,21,20,21
2011,24,23,26,22,25,23,22,22,25,25,28,22
2012,23,25,22,22,24,30,23,25,22,24,18,23
2013,22,23,23,24,23,21,27,24,24,24,23,23
2014,23,24,26,26,25,29,28,28,28,25,19,22
2015,28,25,27,32,30,26,26,27,29,29,35,35
2016,30,32,33,31,30,29,31,28,29,30,29,32
2017,31,31,30,29,31,26,29,29,34,28,30,29
2018,32,29,33,31,31,41,34,35,34,34,34,33
2019,33,34,30,33,39,46,31,35,34,33,33,34
2020,36,35,27,17,22,27,39,35,31,37,32,28
2021,35,38,36,34,39,43,41,53,39,37,44,40
