Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,85,92,88,77,113,90,85,81,82,76,67,71
2002,66,64,72,65,64,65,60,60,58,60,64,56
2003,61,60,50,54,54,54,47,57,53,61,75,62
2004,63,64,70,62,71,52,67,67,64,69,64,68
2005,66,67,74,87,73,66,79,75,79,79,76,77
2006,84,73,73,82,69,73,71,80,83,74,79,80
2007,82,87,88,78,76,84,76,73,80,79,85,71
2008,66,66,62,59,67,57,62,61,54,55,48,47
2009,44,47,40,43,49,49,43,40,45,47,49,48
2010,57,45,49,59,50,50,47,50,48,41,58,54
2011,56,57,59,65,65,60,65,65,63,62,69,64
2012,73,69,73,63,64,69,70,65,77,84,79,84
2013,72,81,76,80,83,95,74,94,94,98,87,89
2014,87,88,92,96,96,98,95,99,106,96,99,108
2015,116,144,144,118,119,116,120,105,102,112,128,113
2016,116,120,106,131,112,117,134,127,115,106,117,124
2017,106,124,130,138,124,143,136,137,154,159,152,168
2018,156,157,169,153,165,166,161,158,159,171,167,160
2019,153,148,140,145,166,152,137,138,129,122,126,118
2020,135,121,107,88,93,106,132,112,107,122,115,107
2021,113,130,130,172,174,181,206,190,194,255,195,230
