Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,90,92,110,101,104,105,105,95,85,73,83,77
2002,77,59,79,64,61,65,63,65,62,65,63,67
2003,62,60,58,56,65,59,52,61,54,73,70,65
2004,67,71,66,65,67,61,60,60,63,69,63,74
2005,71,73,68,75,71,73,73,72,74,76,67,65
2006,74,74,85,98,72,81,79,93,89,71,95,82
2007,89,74,88,76,76,96,81,76,87,77,81,94
2008,91,86,84,78,87,81,75,78,67,64,52,59
2009,49,56,41,51,50,45,46,41,44,49,56,45
2010,49,53,48,55,55,57,50,52,47,56,62,56
2011,65,71,70,68,65,68,81,68,72,69,63,67
2012,70,65,80,61,75,77,76,68,72,76,76,89
2013,73,78,68,78,73,86,73,87,90,91,89,80
2014,84,68,92,84,90,86,88,113,88,89,79,97
2015,117,99,101,107,108,115,119,111,115,101,118,127
2016,124,127,125,91,97,107,110,114,111,105,120,120
2017,115,122,111,119,111,126,127,129,136,140,127,136
2018,139,135,154,153,158,150,155,152,162,166,178,162
2019,155,153,148,168,161,167,181,137,136,132,127,112
2020,124,125,107,85,98,116,141,118,110,128,130,134
2021,135,145,160,175,162,168,201,211,205,244,224,238
