Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,51,46,49,37,55,48,36,37,46,38,40,37
2002,33,38,39,51,42,37,37,33,32,33,30,28
2003,34,33,28,40,27,33,29,37,30,40,34,39
2004,31,33,36,35,35,36,40,33,38,30,37,31
2005,39,33,31,32,40,41,31,45,44,37,30,31
2006,32,39,33,23,33,27,32,30,31,29,38,38
2007,35,32,39,44,46,34,45,37,33,38,51,42
2008,49,34,35,49,39,43,46,41,53,51,45,53
2009,48,72,61,46,56,61,36,61,42,35,38,39
2010,40,40,52,31,34,36,42,30,66,26,67,34
2011,34,27,37,52,32,45,43,33,30,52,32,32
2012,38,38,33,52,54,45,41,42,31,36,35,41
2013,25,37,42,31,35,35,31,34,30,18,30,26
2014,37,43,22,30,31,21,34,29,48,51,45,41
2015,33,24,32,36,36,43,37,54,53,39,38,47
2016,36,48,53,40,39,40,39,40,34,39,31,41
2017,35,29,34,38,41,56,39,37,19,31,36,28
2018,33,32,34,39,34,33,34,36,36,41,46,28
2019,32,34,27,28,27,33,26,34,31,21,38,36
2020,59,38,236,180,39,34,28,25,26,23,31,24
2021,41,29,34,28,23,23,24,21,19,24,17,22
