Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,10,11,14,9,13,12,13,12,9,12,13,11
2002,12,11,10,11,10,19,11,11,11,12,12,11
2003,12,13,12,13,16,10,13,17,11,15,11,12
2004,11,12,14,15,11,11,16,10,14,11,13,12
2005,14,11,13,10,11,12,10,11,11,11,9,9
2006,9,10,7,11,9,9,10,7,8,17,7,9
2007,10,10,8,8,9,7,8,9,9,11,11,12
2008,10,12,10,8,11,10,11,13,12,10,10,11
2009,12,15,15,14,14,15,12,13,12,12,12,13
2010,14,10,14,11,10,12,19,9,9,11,11,11
2011,10,9,9,9,8,9,8,8,8,12,9,8
2012,8,9,9,7,8,8,9,10,8,13,9,8
2013,9,9,15,10,12,10,10,10,13,9,9,9
2014,9,8,9,11,20,8,10,8,8,9,8,10
2015,10,10,8,6,7,9,6,11,10,9,10,11
2016,8,10,10,11,7,8,9,8,8,7,8,9
2017,9,13,8,9,10,10,9,11,12,8,14,8
2018,12,8,9,7,8,18,18,10,9,10,8,9
2019,8,11,10,9,9,9,7,8,9,10,11,9
2020,8,9,54,41,12,11,10,8,7,9,10,9
2021,9,9,8,7,7,8,8,6,4,6,7,4
