Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,48,42,52,46,43,57,73,63,62,71,69,67
2002,67,61,71,47,74,70,60,48,59,50,76,66
2003,89,51,52,59,53,66,70,72,101,66,52,55
2004,49,56,67,68,74,67,58,89,49,72,47,48
2005,86,80,59,54,68,52,50,52,57,41,40,55
2006,47,90,50,54,43,50,42,59,44,46,66,48
2007,44,67,68,70,68,49,57,58,88,59,81,73
2008,73,45,49,52,46,87,67,63,51,74,85,89
2009,76,76,79,66,63,71,77,73,63,65,53,39
2010,61,40,53,60,49,59,79,43,67,58,37,41
2011,46,41,38,47,56,60,52,66,37,53,58,79
2012,49,84,69,62,70,59,35,49,54,51,54,55
2013,54,61,55,50,48,79,48,55,57,50,33,84
2014,54,41,54,49,41,50,51,49,46,51,47,45
2015,47,48,54,50,46,52,49,60,63,68,62,52
2016,59,57,55,43,53,58,47,51,41,64,47,51
2017,44,41,39,50,54,47,61,57,48,60,74,64
2018,65,65,73,63,75,60,65,73,67,64,62,67
2019,81,75,66,89,71,83,71,66,84,67,49,67
2020,62,65,407,200,64,68,60,56,55,49,60,65
2021,53,56,52,46,54,56,86,70,55,50,44,53
