Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,4.0,3.8,3.8,3.3,3.8,3.8,3.6,3.6,3.6,3.6,3.3,2.8
2002,3.1,2.8,3.1,2.8,2.8,2.6,2.8,2.6,2.1,2.8,2.8,2.6
2003,3.1,2.8,2.6,2.3,2.6,2.8,2.3,2.6,2.1,2.8,2.8,2.8
2004,3.1,2.8,2.6,3.0,2.8,2.8,2.8,2.5,2.8,2.8,2.5,3.0
2005,2.8,3.0,3.2,3.0,3.0,3.0,2.7,3.2,3.2,3.2,3.0,3.0
2006,3.0,3.2,3.4,3.2,3.2,3.2,2.7,3.1,3.2,2.9,2.9,2.9
2007,2.9,3.1,3.1,4.0,2.9,3.1,3.3,2.9,3.1,3.3,2.9,2.9
2008,3.1,2.6,2.8,2.4,2.8,2.8,2.6,2.6,2.4,2.4,2.4,2.4
2009,1.9,2.2,1.7,2.0,2.2,1.9,1.7,1.7,2.2,2.0,2.2,1.7
2010,2.4,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.9,1.9,2.2,2.2
2011,2.2,2.6,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.8,2.6,2.8
2012,2.4,2.8,3.3,3.0,3.0,2.8,2.8,2.8,3.0,3.0,2.8,3.0
2013,3.9,2.8,2.8,2.8,3.0,3.2,2.8,3.0,3.0,3.7,3.2,2.8
2014,3.2,2.8,3.0,3.0,3.2,3.2,3.4,3.4,3.2,3.2,3.2,3.4
2015,3.4,4.3,4.0,3.8,3.6,3.8,4.0,3.6,4.0,4.2,3.8,4.0
2016,3.8,4.2,4.0,4.2,3.8,4.0,4.2,3.8,3.6,3.8,4.0,3.8
2017,3.6,4.0,4.4,4.6,3.8,4.4,4.0,4.4,4.6,4.6,4.4,4.8
2018,5.0,4.8,5.8,4.8,5.6,5.0,4.4,4.8,5.0,5.0,5.0,5.6
2019,4.8,5.0,4.6,4.8,5.2,5.0,5.0,4.8,4.5,4.9,4.5,4.3
2020,4.9,4.5,3.5,3.9,2.9,3.1,4.6,3.8,4.9,5.1,4.9,5.1
2021,5.3,5.3,5.6,7.4,5.0,5.0,6.4,5.8,7.2,7.8,6.6,7.1
