Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,86,82,77,81,75,82,89,75,73,102,85,72
2002,72,78,81,79,86,76,78,88,78,71,70,81
2003,76,78,99,75,75,80,77,74,70,68,77,77
2004,91,84,90,72,79,79,77,88,85,79,90,77
2005,84,82,84,85,84,83,76,89,209,118,106,93
2006,93,83,77,90,85,85,84,81,80,81,85,93
2007,108,101,103,91,92,91,84,86,77,78,77,82
2008,79,79,80,91,78,79,79,79,90,67,69,76
2009,73,69,68,89,59,68,77,63,68,61,70,59
2010,56,64,59,54,77,64,68,63,54,69,60,62
2011,57,61,71,60,60,71,56,80,67,74,67,67
2012,76,72,72,67,77,75,63,65,67,65,64,72
2013,62,76,66,66,69,61,68,70,69,73,61,61
2014,74,64,66,69,60,67,70,74,97,79,88,82
2015,86,78,85,85,75,78,69,79,80,80,92,86
2016,67,84,70,80,81,81,96,94,76,83,86,69
2017,83,82,90,79,89,87,90,80,85,88,79,89
2018,85,83,81,85,85,78,80,86,83,78,77,84
2019,86,93,91,93,87,96,101,88,87,82,81,95
2020,69,85,218,126,76,81,72,73,105,69,84,76
2021,69,86,83,84,82,82,78,75,97,87,97,89
