Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,646,543,568,615,565,546,593,604,528,566,514,486
2002,535,478,480,564,524,496,533,495,551,532,552,551
2003,539,515,547,500,516,515,513,488,526,532,510,529
2004,506,564,546,512,516,528,531,549,597,526,522,565
2005,527,536,532,521,528,545,526,584,580,534,551,536
2006,584,591,614,632,622,580,637,542,546,578,549,534
2007,570,515,573,526,566,556,559,576,528,555,553,520
2008,515,532,509,545,482,517,445,516,502,525,502,507
2009,494,526,456,531,412,444,513,440,445,426,379,462
2010,425,414,410,425,393,402,398,393,404,388,392,396
2011,368,385,381,349,431,400,427,416,460,376,439,414
2012,404,433,448,427,403,458,422,422,401,425,471,445
2013,479,435,426,471,470,418,471,494,443,453,451,452
2014,459,499,485,495,508,504,532,454,486,527,511,484
2015,479,500,589,540,519,523,530,547,561,527,487,521
2016,561,545,530,563,567,556,490,523,533,534,558,480
2017,584,511,553,535,503,536,534,529,533,497,508,527
2018,556,588,578,543,562,535,546,575,541,587,558,549
2019,572,607,518,647,642,574,668,593,636,607,669,656
2020,606,611,1877,1359,483,578,646,510,550,566,561,638
2021,579,541,480,572,524,556,551,577,561,568,570,593
