Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,687,602,617,499,586,495,586,553,547,514,492,529
2002,531,488,507,507,458,497,505,520,541,518,546,504
2003,519,524,506,490,533,526,519,503,512,543,500,547
2004,504,458,542,553,535,512,489,505,543,525,526,499
2005,508,554,503,573,535,563,572,600,558,551,569,566
2006,586,587,597,573,596,581,577,541,541,582,611,561
2007,597,535,533,527,537,524,532,571,528,596,495,551
2008,496,530,541,512,451,472,450,443,428,434,386,385
2009,372,369,355,386,408,359,393,376,429,374,398,357
2010,388,366,387,378,430,403,408,380,376,393,406,430
2011,402,392,419,407,373,436,418,407,427,429,426,414
2012,462,444,433,454,461,412,426,437,356,437,501,473
2013,445,473,476,454,483,464,489,502,517,513,461,483
2014,506,531,505,492,483,581,472,530,534,518,482,540
2015,497,520,517,548,515,558,547,543,576,572,567,572
2016,588,591,521,557,603,567,574,569,525,536,569,583
2017,616,563,563,538,546,583,548,550,560,539,555,563
2018,532,560,623,583,573,531,550,581,557,636,597,560
2019,559,503,545,570,608,593,585,626,607,597,608,623
2020,652,642,538,460,1036,809,684,663,677,655,604,559
2021,597,591,646,623,619,624,624,661,656,691,700,648
