Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,702,599,569,536,436,464,515,424,448,418,425,379
2002,416,393,410,397,403,400,406,405,380,426,433,388
2003,402,354,344,358,367,385,329,352,340,341,343,363
2004,371,391,389,376,428,360,451,392,447,476,429,483
2005,419,485,493,474,461,492,487,505,495,489,490,516
2006,496,524,572,513,522,499,531,583,555,507,500,480
2007,535,483,517,535,518,523,503,507,517,543,553,507
2008,493,485,474,452,448,354,413,373,338,330,319,301
2009,286,266,259,233,260,262,231,241,276,262,280,312
2010,359,332,338,408,345,288,353,353,344,373,387,371
2011,346,400,371,384,337,373,418,384,429,441,368,390
2012,399,348,375,353,369,388,341,364,393,347,398,398
2013,379,408,441,420,454,443,480,476,466,462,457,457
2014,456,521,449,512,494,536,520,600,509,539,543,541
2015,587,605,584,584,596,568,644,541,575,607,569,600
2016,649,633,667,660,624,623,611,628,676,664,749,654
2017,612,617,624,638,660,704,696,698,661,693,674,720
2018,724,740,734,753,758,751,789,793,780,710,792,749
2019,755,738,765,777,752,828,776,738,760,807,763,757
2020,803,780,631,441,582,632,734,674,687,703,696,661
2021,695,724,779,863,935,1039,1054,1123,1157,1158,1164,1251
