Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,71,76,40,75,65,66,70,58,58,68,54,53
2002,53,50,51,50,47,48,47,49,47,51,49,43
2003,47,44,46,44,48,43,40,44,46,46,47,49
2004,48,50,47,45,49,52,57,54,53,52,48,57
2005,57,59,55,58,53,58,58,58,60,50,59,58
2006,63,60,70,62,57,61,61,68,62,62,59,62
2007,64,63,71,69,66,61,64,61,69,65,66,66
2008,65,57,57,61,62,56,54,51,44,49,47,38
2009,32,46,35,27,32,34,30,37,36,31,33,38
2010,41,40,41,45,43,46,48,47,42,54,51,49
2011,47,52,59,48,51,44,51,51,60,57,54,59
2012,62,47,59,58,57,60,55,51,49,52,56,51
2013,57,55,54,57,59,56,43,51,47,49,49,53
2014,52,60,63,63,71,72,77,90,79,80,73,75
2015,74,74,75,85,77,76,81,88,88,91,97,92
2016,93,92,115,89,87,83,92,74,75,68,72,76
2017,77,77,76,84,74,81,93,92,78,73,83,80
2018,95,82,86,83,90,93,88,93,97,92,91,95
2019,92,95,95,89,90,87,87,87,94,97,93,81
2020,96,89,90,72,85,97,100,96,91,97,94,91
2021,105,110,112,140,140,182,170,170,145,149,138,166
