Page 10 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
ChileJ1,30
ChileJ2,8
ChileK1,1
ChileL1,11
ChileL2,29
ChileM1,3
ChileM2,4
ChileO1,5
ChileO2,1
ChileO3,5
ChileP1,4
China - mainlandA1,16
China - mainlandA2,12
China - mainlandA3,1
China - mainlandB1,21
China - mainlandB1/B2,147
China - mainlandB2,2
China - mainlandC1,32
China - mainlandC1/D,286
China - mainlandE2,5
China - mainlandE3D,1
China - mainlandF1,321
China - mainlandF2,21
China - mainlandG1,5
China - mainlandG4,46
China - mainlandH1B,89
China - mainlandH3,1
China - mainlandH4,48
China - mainlandJ1,82
China - mainlandJ2,22
China - mainlandK1,64
China - mainlandK2,7
China - mainlandL1,25
China - mainlandL2,14
China - mainlandO1,8
China - mainlandO2,1
China - mainlandO3,5
China - mainlandP1,8
China - TaiwanB1/B2,124
China - TaiwanC1/D,236
China - TaiwanE1,36
China - TaiwanE2,48
Page 11 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
China - TaiwanF1,212
China - TaiwanF2,17
China - TaiwanG4,2
China - TaiwanH1B,55
China - TaiwanH4,18
China - TaiwanI,2
China - TaiwanJ1,54
China - TaiwanJ2,7
China - TaiwanK1,8
China - TaiwanL1,31
China - TaiwanL2,32
China - TaiwanM1,6
China - TaiwanO1,2
China - TaiwanP1,1
China - TaiwanR1,2
ColombiaA1,18
ColombiaA2,473
ColombiaB1,8
ColombiaB1/B2,"1,517"
ColombiaC1,29
ColombiaC1/D,79
ColombiaE2,3
ColombiaF1,209
ColombiaF2,21
ColombiaG1,19
ColombiaG4,26
ColombiaH1B,12
ColombiaH2A,2
ColombiaH2B,8
ColombiaH3,1
ColombiaH4,9
ColombiaI,1
ColombiaJ1,971
ColombiaJ2,26
ColombiaK1,54
ColombiaK2,15
ColombiaL1,22
ColombiaL2,18
ColombiaM1,8
ColombiaO1,10
ColombiaO2,20
ColombiaP1,22
Page 12 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
ColombiaP4,2
ColombiaR1,1
ColombiaR2,1
ComorosB1/B2,1
ComorosG4,1
ComorosJ1,1
"Congo, Democratic Republic of theA1",1
"Congo, Democratic Republic of theA2",6
"Congo, Democratic Republic of theB1/B2",132
"Congo, Democratic Republic of theC1",1
"Congo, Democratic Republic of theF1",22
"Congo, Democratic Republic of theF2",1
"Congo, Democratic Republic of theG4",7
"Congo, Democratic Republic of theG5",1
"Congo, Democratic Republic of theJ1",1
"Congo, Democratic Republic of theK1",3
"Congo, Democratic Republic of theR1",1
"Congo, Republic of theA1",5
"Congo, Republic of theA2",1
"Congo, Republic of theB1",1
"Congo, Republic of theB2",6
"Congo, Republic of theF1",2
"Congo, Republic of theG1",1
"Congo, Republic of theG2",14
"Congo, Republic of theG4",4
Costa RicaA1,10
Costa RicaA2,9
Costa RicaB1,3
Costa RicaB1/B2,"2,116"
Costa RicaC1,2
Costa RicaC1/D,19
Costa RicaC3,1
Costa RicaE2,3
Costa RicaF1,5
Costa RicaG4,6
Costa RicaH1B,4
Costa RicaH2A,54
Costa RicaH2B,75
Costa RicaH3,30
Costa RicaH4,2
Costa RicaJ1,9
Costa RicaJ2,4
Page 13 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
Costa RicaK1,6
Costa RicaL1,5
Costa RicaL2,7
Cote d'IvoireA1,4
Cote d'IvoireA2,4
Cote d'IvoireB1/B2,12
Cote d'IvoireF1,10
Cote d'IvoireF2,1
Cote d'IvoireG1,5
Cote d'IvoireG2,3
Cote d'IvoireG4,6
Cote d'IvoireK1,4
Cote d'IvoireK2,1
Cote d'IvoireP1,1
CroatiaA2,1
CroatiaB1,19
CroatiaB1/B2,59
CroatiaC1/D,41
CroatiaF1,3
CroatiaG4,2
CroatiaH1B,1
CroatiaH2B,1
CroatiaJ1,72
CroatiaL1,4
CroatiaL2,2
CroatiaNATO2,7
CroatiaO1,1
CubaA1,14
CubaA2,1
CubaB1/B2,18
CubaB2,35
CubaC1,1
CubaC1/D,1
CubaF1,1
CubaG4,3
CubaH1B,2
CubaH4,2
CubaJ1,2
CubaK1,20
CubaK2,5
CubaO1,1
CubaP1,7
Page 14 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
CubaP4,1
CubaTD,1
CyprusB1,1
CyprusB1/B2,26
CyprusC1/D,1
CyprusF1,3
CyprusJ1,5
CyprusL1,1
Czech RepublicA2,1
Czech RepublicB1,2
Czech RepublicB1/B2,6
Czech RepublicB2,1
Czech RepublicC1/D,14
Czech RepublicE2,2
Czech RepublicF1,5
Czech RepublicG1,1
Czech RepublicH2A,1
Czech RepublicH2B,1
Czech RepublicH4,2
Czech RepublicI,1
Czech RepublicJ1,17
Czech RepublicJ2,4
Czech RepublicK1,2
Czech RepublicL1,6
Czech RepublicL2,9
Czech RepublicNATO2,44
Czech RepublicO1,1
Czech RepublicO3,4
Czech RepublicP1,2
Czech RepublicTD,1
DenmarkA2,6
DenmarkB1/B2,6
DenmarkC1/D,85
DenmarkE2,12
DenmarkF1,11
DenmarkF2,1
DenmarkG1,1
DenmarkG2,1
DenmarkG3,1
DenmarkG4,5
DenmarkH2A,2
DenmarkJ1,138
Page 15 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
DenmarkJ2,1
DenmarkK1,4
DenmarkL1,13
DenmarkL2,10
DenmarkNATO2,27
DenmarkNATO6,3
DenmarkO1,1
DenmarkP1,1
DjiboutiA2,1
DjiboutiB1/B2,2
DominicaB1/B2,89
DominicaC1/D,3
DominicaF1,5
DominicaH1B,1
Dominican RepublicA1,10
Dominican RepublicA2,20
Dominican RepublicB1,2
Dominican RepublicB1/B2,"4,789"
Dominican RepublicC1,1
Dominican RepublicC1/D,16
Dominican RepublicC3,6
Dominican RepublicF1,35
Dominican RepublicG1,1
Dominican RepublicG2,1
Dominican RepublicH1B,17
Dominican RepublicH2B,1
Dominican RepublicH4,1
Dominican RepublicI,9
Dominican RepublicJ1,715
Dominican RepublicJ2,2
Dominican RepublicK1,81
Dominican RepublicK2,21
Dominican RepublicL1,4
Dominican RepublicL2,2
Dominican RepublicM1,2
Dominican RepublicO1,5
Dominican RepublicO2,3
Dominican RepublicP1,46
Dominican RepublicP3,1
Dominican RepublicP4,18
Dominican RepublicQ1,3
Dominican RepublicR1,5
Page 16 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
Dominican RepublicR2,8
Dominican RepublicT2,1
Dominican RepublicT3,2
Dominican RepublicT4,2
Dominican RepublicT5,2
Dominican RepublicT6,1
Dominican RepublicU3,4
EcuadorA1,12
EcuadorA2,31
EcuadorB1/B2,"6,062"
EcuadorB2,3
EcuadorC1/D,13
EcuadorE2,1
EcuadorF1,39
EcuadorF2,3
EcuadorG4,6
EcuadorH1B,4
EcuadorH2B,14
EcuadorH4,3
EcuadorJ1,144
EcuadorJ2,1
EcuadorK1,10
EcuadorK2,4
EcuadorL1,2
EcuadorL2,1
EcuadorM1,1
EcuadorP1,1
EcuadorQ1,1
EgyptA1,11
EgyptA2,59
EgyptA3,2
EgyptB1,4
EgyptB1/B2,549
EgyptB2,5
EgyptC1/D,62
EgyptC3,2
EgyptE2,5
EgyptF1,60
EgyptF2,25
EgyptG1,3
EgyptG4,15
EgyptH1B,10
Page 17 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
EgyptH2A,1
EgyptH4,11
EgyptJ1,36
EgyptJ2,18
EgyptK1,4
EgyptL1,9
EgyptL2,15
EgyptM1,1
EgyptO1,1
EgyptO3,2
EgyptP1,3
El SalvadorA1,3
El SalvadorA2,27
El SalvadorB1,5
El SalvadorB1/B2,"1,268"
El SalvadorB2,1
El SalvadorC1/D,5
El SalvadorF1,9
El SalvadorG1,1
El SalvadorG4,8
El SalvadorH1B,5
El SalvadorH2A,21
El SalvadorH2B,115
El SalvadorH4,4
El SalvadorI,2
El SalvadorJ1,15
El SalvadorK1,4
El SalvadorK2,1
El SalvadorL1,1
El SalvadorL2,1
El SalvadorP1,1
El SalvadorR1,2
El SalvadorR2,4
El SalvadorT3,3
El SalvadorT5,1
El SalvadorU2,1
El SalvadorU3,10
Equatorial GuineaA2,2
Equatorial GuineaB1/B2,1
Equatorial GuineaJ1,2
EritreaB1,2
EritreaB1/B2,7
Page 18 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
EritreaF1,10
EritreaG4,1
EritreaK1,4
EstoniaA2,2
EstoniaC1/D,5
EstoniaG4,1
EstoniaK1,1
EstoniaL2,1
EstoniaNATO2,8
EswatiniB1/B2,8
EswatiniF1,1
EswatiniJ1,1
EthiopiaA1,6
EthiopiaA2,15
EthiopiaB1,3
EthiopiaB1/B2,"1,529"
EthiopiaB2,2
EthiopiaC1,2
EthiopiaC1/D,78
EthiopiaE1,1
EthiopiaF1,67
EthiopiaF2,15
EthiopiaG1,8
EthiopiaG4,21
EthiopiaH1B,5
EthiopiaH4,12
EthiopiaJ1,4
EthiopiaJ2,10
EthiopiaK1,23
EthiopiaK2,1
EthiopiaO1,2
EthiopiaO2,2
EthiopiaP1,4
EthiopiaR1,2
EthiopiaR2,2
FijiA2,2
FijiB1/B2,2
FijiC1,1
FijiC1/D,4
FijiJ1,2
FijiK1,1
FijiP1,1
Page 19 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
FinlandA1,2
FinlandA2,9
FinlandB1,1
FinlandB1/B2,3
FinlandC1/D,21
FinlandF1,5
FinlandF2,1
FinlandG1,7
FinlandG4,1
FinlandH4,2
FinlandI,1
FinlandJ1,2
FinlandJ2,5
FinlandK1,2
FinlandL1,2
FinlandL2,6
FinlandO1,1
FinlandP4,2
FinlandTD,1
FranceA1,5
FranceA2,32
FranceA3,1
FranceB1,3
FranceB1/B2,60
FranceC1,2
FranceC1/D,131
FranceC3,3
FranceE2,35
FranceE3D,1
FranceF1,194
FranceF2,2
FranceG2,1
FranceG3,1
FranceG4,42
FranceH1B,19
FranceH2A,1
FranceH4,4
FranceI,52
FranceJ1,104
FranceJ2,15
FranceK1,13
FranceL1,29
Page 20 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
FranceL2,37
FranceM1,6
FranceNATO2,58
FranceNATO4,2
FranceNATO6,1
FranceO1,10
FranceO3,5
FranceP1,1
GabonA2,1
GabonB1/B2,75
GabonC1,1
GabonF1,19
GabonJ1,2
"Gambia, TheA1",1
"Gambia, TheA2",1
"Gambia, TheB1/B2",7
"Gambia, TheF1",1
"Gambia, TheG4",3
"Gambia, TheK1",8
GeorgiaA1,4
GeorgiaA2,8
GeorgiaB1/B2,11
GeorgiaC1/D,68
GeorgiaG2,1
GeorgiaG4,1
GeorgiaJ1,1
GeorgiaK1,3
GeorgiaN8,1
GermanyA1,40
GermanyA2,20
GermanyB1/B2,44
GermanyC1/D,239
GermanyC3,2
GermanyE1,18
GermanyE2,128
GermanyE3D,1
GermanyF1,87
GermanyF2,4
GermanyG1,8
GermanyG2,1
GermanyG3,1
GermanyG4,17
Page 21 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
GermanyH1B,23
GermanyH4,5
GermanyI,24
GermanyJ1,280
GermanyJ2,30
GermanyK1,20
GermanyK2,1
GermanyL1,93
GermanyL2,67
GermanyM1,7
GermanyNATO2,93
GermanyNATO6,18
GermanyO1,25
GermanyO2,2
GermanyO3,9
GermanyP1,4
GermanyR1,2
GermanyR2,2
GermanyTD,1
GhanaA2,17
GhanaB1/B2,305
GhanaC1,1
GhanaC1/D,6
GhanaD,1
GhanaF1,20
GhanaF2,1
GhanaG4,17
GhanaH1B,2
GhanaH4,1
GhanaJ1,2
GhanaJ2,1
GhanaK1,34
GhanaK2,2
GhanaL1,2
GhanaL2,1
GhanaO1,1
GhanaP1,1
GhanaR1,8
Great Britain and Northern IrelandA1,10
Great Britain and Northern IrelandA2,133
Great Britain and Northern IrelandB1,62
Great Britain and Northern IrelandB1/B2,110
Page 22 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
Great Britain and Northern IrelandB2,1
Great Britain and Northern IrelandC1/D,262
Great Britain and Northern IrelandC3,26
Great Britain and Northern IrelandE1,7
Great Britain and Northern IrelandE2,31
Great Britain and Northern IrelandE3D,1
Great Britain and Northern IrelandF1,155
Great Britain and Northern IrelandF2,4
Great Britain and Northern IrelandG1,1
Great Britain and Northern IrelandG2,1
Great Britain and Northern IrelandG4,34
Great Britain and Northern IrelandH1B,21
Great Britain and Northern IrelandH2A,12
Great Britain and Northern IrelandH2B,1
Great Britain and Northern IrelandH4,12
Great Britain and Northern IrelandI,16
Great Britain and Northern IrelandJ1,61
Great Britain and Northern IrelandJ2,17
Great Britain and Northern IrelandK1,35
Great Britain and Northern IrelandK2,2
Great Britain and Northern IrelandL1,87
Great Britain and Northern IrelandL2,93
Great Britain and Northern IrelandM1,19
Great Britain and Northern IrelandNATO2,75
Great Britain and Northern IrelandO1,68
Great Britain and Northern IrelandO2,10
Great Britain and Northern IrelandO3,29
Great Britain and Northern IrelandP1,15
Great Britain and Northern IrelandP4,1
GreeceA1,1
GreeceA2,3
GreeceA3,1
GreeceB1,6
GreeceB1/B2,9
GreeceC1/D,82
GreeceE1,3
GreeceF1,25
GreeceG2,4
GreeceG4,5
GreeceH1B,11
GreeceI,1
GreeceJ1,15
Page 23 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
GreeceJ2,2
GreeceK1,2
GreeceL1,4
GreeceL2,2
GreeceNATO2,8
GreeceO1,1
GrenadaA2,1
GrenadaB1/B2,45
GrenadaC1/D,1
GrenadaE2,2
GuatemalaA1,1
GuatemalaA2,49
GuatemalaB1/B2,"1,199"
GuatemalaC1,1
GuatemalaC1/D,11
GuatemalaC3,2
GuatemalaF1,32
GuatemalaF2,2
GuatemalaG2,1
GuatemalaG4,1
GuatemalaH1B,2
GuatemalaH2A,610
GuatemalaH2B,491
GuatemalaH4,1
GuatemalaJ1,19
GuatemalaK1,4
GuatemalaL1,1
GuatemalaL2,1
GuatemalaM1,1
GuatemalaT5,1
GuineaA1,6
GuineaA2,8
GuineaB1/B2,8
GuineaC1,1
GuineaG2,2
GuineaK1,13
GuineaK2,1
Guinea-BissauK1,1
GuyanaA1,1
GuyanaA2,7
GuyanaB1/B2,56
GuyanaC1,11
Page 24 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
GuyanaC1/D,19
GuyanaC3,3
GuyanaF1,3
GuyanaH1B,1
GuyanaJ1,3
GuyanaJ2,1
GuyanaK1,6
GuyanaK2,3
GuyanaM1,1
GuyanaP1,1
HaitiA1,10
HaitiA2,13
HaitiB1/B2,"1,044"
HaitiC1,6
HaitiC1/D,2
HaitiC3,24
HaitiD,1
HaitiF1,25
HaitiG1,5
HaitiG4,3
HaitiH1B,1
HaitiI,1
HaitiJ1,3
HaitiJ2,1
HaitiK1,26
HaitiK2,4
HaitiL1,1
HaitiP1,1
HaitiR1,4
HondurasA1,1
HondurasA2,8
HondurasB1,1
HondurasB1/B2,"1,492"
HondurasB2,3
HondurasC1,2
HondurasC1/D,76
HondurasE2,6
HondurasF1,32
HondurasF2,5
HondurasG4,5
HondurasH1B,6
HondurasH2A,49
Page 25 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
HondurasH2B,94
HondurasH4,4
HondurasI,2
HondurasJ1,18
HondurasJ2,4
HondurasK1,9
HondurasK2,1
HondurasL1,4
HondurasL2,2
HondurasO2,1
HondurasT3,3
HondurasT5,2
HondurasU1,1
HondurasU2,1
HondurasU3,9
Hong Kong S.A.R.B1/B2,633
Hong Kong S.A.R.C1/D,51
Hong Kong S.A.R.F1,61
Hong Kong S.A.R.F2,16
Hong Kong S.A.R.G4,2
Hong Kong S.A.R.H1B,5
Hong Kong S.A.R.H4,9
Hong Kong S.A.R.J1,2
Hong Kong S.A.R.K1,1
Hong Kong S.A.R.L1,8
Hong Kong S.A.R.L2,18
Hong Kong S.A.R.M1,1
Hong Kong S.A.R.O1,2
HungaryA2,17
HungaryB1/B2,11
HungaryC1/D,16
HungaryF1,4
HungaryG4,3
HungaryK1,1
HungaryNATO2,132
HungaryO1,1
HungaryP1,2
IcelandA2,2
IcelandB1/B2,1
IcelandC1/D,8
IcelandF1,5
IcelandJ1,2
Page 26 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
IcelandJ2,2
IcelandL1,1
IcelandO1,1
IcelandP1,1
IndiaA1,13
IndiaA2,43
IndiaA3,9
IndiaB1,16
IndiaB1/B2,"11,931"
IndiaB2,11
IndiaC1,24
IndiaC1/D,"1,738"
IndiaC3,18
IndiaCW2,1
IndiaE1,1
IndiaE2,2
IndiaE3D,4
IndiaF1,"1,876"
IndiaF2,120
IndiaG1,7
IndiaG4,59
IndiaG5,1
IndiaH1B,"8,975"
IndiaH3,1
IndiaH4,"5,898"
IndiaI,1
IndiaJ1,440
IndiaJ2,125
IndiaK1,45
IndiaK2,2
IndiaL1,663
IndiaL2,831
IndiaM1,42
IndiaO1,27
IndiaO3,15
IndiaP3,1
IndiaP4,1
IndiaR1,50
IndiaR2,19
IndiaU2,2
IndiaU3,3
IndonesiaA1,10
Page 27 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
IndonesiaA2,78
IndonesiaA3,1
IndonesiaB1,14
IndonesiaB1/B2,"1,599"
IndonesiaB2,2
IndonesiaC1,1
IndonesiaC1/D,943
IndonesiaC3,1
IndonesiaF1,123
IndonesiaF2,23
IndonesiaG1,6
IndonesiaG4,15
IndonesiaH1B,15
IndonesiaH4,3
IndonesiaJ1,34
IndonesiaJ2,4
IndonesiaK1,31
IndonesiaK2,3
IndonesiaL1,8
IndonesiaL2,11
IndonesiaM1,1
IndonesiaO1,1
IndonesiaO2,1
IndonesiaR1,1
IranB1/B2,38
IranF1,81
IranF2,12
IranG4,3
IranH1B,2
IranH4,1
IranJ1,33
IranJ2,14
IranK1,18
IranL2,1
IranTD,1
IraqA1,13
IraqA2,16
IraqB1/B2,53
IraqC1/D,1
IraqF1,2
