"Nonimmigrant Visa Issuances by Nationality ",
April 2021 (FY 2021),
NationalityVisa Class,Issuances
AfghanistanA1,14
AfghanistanA2,23
AfghanistanB1/B2,17
AfghanistanF1,7
AfghanistanG4,10
AfghanistanJ1,45
AfghanistanK1,16
AfghanistanK2,1
AlbaniaB1,1
AlbaniaB1/B2,353
AlbaniaC1/D,2
AlbaniaF1,4
AlbaniaJ1,5
AlbaniaK1,2
AlbaniaNATO2,6
AlgeriaA1,3
AlgeriaA2,2
AlgeriaB1,1
AlgeriaB1/B2,18
AlgeriaC1,3
AlgeriaD,8
AlgeriaF1,10
AlgeriaG4,6
AlgeriaJ1,1
AlgeriaK1,8
AngolaA1,3
AngolaA2,5
AngolaB1/B2,29
AngolaC1/D,20
AngolaF1,12
AngolaF2,3
AngolaG1,6
AngolaG4,2
AngolaI,1
AngolaJ2,1
AngolaL2,3
Antigua and BarbudaB1/B2,265
Antigua and BarbudaO1,1
ArgentinaA1,10
ArgentinaA2,9
ArgentinaB1/B2,"4,201"
ArgentinaC1,1
Page 1 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
ArgentinaC1/D,61
ArgentinaC3,3
ArgentinaE2,18
ArgentinaF1,31
ArgentinaF2,5
ArgentinaG2,2
ArgentinaG4,12
ArgentinaH1B,10
ArgentinaH2B,6
ArgentinaH4,6
ArgentinaI,5
ArgentinaJ1,248
ArgentinaJ2,7
ArgentinaK1,4
ArgentinaL1,33
ArgentinaL2,46
ArgentinaM1,4
ArgentinaNATO2,1
ArgentinaO1,18
ArgentinaO2,7
ArgentinaO3,11
ArgentinaP1,22
ArgentinaP2,1
ArgentinaP4,10
ArgentinaR1,1
ArmeniaA2,6
ArmeniaB1/B2,12
ArmeniaD,1
ArmeniaE2,8
ArmeniaF1,6
ArmeniaF2,1
ArmeniaH1B,3
ArmeniaH4,2
ArmeniaI,1
ArmeniaJ1,22
ArmeniaJ2,1
ArmeniaK1,11
ArmeniaK2,1
ArmeniaL1,1
ArmeniaO1,1
AustraliaA1,8
AustraliaA2,226
Page 2 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
AustraliaB1,6
AustraliaB1/B2,203
AustraliaB2,2
AustraliaC1,1
AustraliaC1/D,59
AustraliaC3,1
AustraliaE2,11
AustraliaE3,189
AustraliaE3D,89
AustraliaE3R,94
AustraliaF1,68
AustraliaF2,6
AustraliaG1,1
AustraliaG4,10
AustraliaH1B,3
AustraliaH3,1
AustraliaH4,3
AustraliaI,5
AustraliaJ1,66
AustraliaJ2,10
AustraliaK1,18
AustraliaL1,32
AustraliaL2,59
AustraliaM1,4
AustraliaO1,30
AustraliaO2,2
AustraliaO3,1
AustraliaP1,11
AustraliaP4,3
AustraliaR1,1
AustriaA1,6
AustriaA2,13
AustriaB1,1
AustriaB1/B2,4
AustriaC1/D,5
AustriaE2,2
AustriaF1,9
AustriaG1,1
AustriaG2,1
AustriaG4,3
AustriaH1B,4
AustriaH4,3
Page 3 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
AustriaJ1,21
AustriaK1,1
AustriaL1,5
AustriaL2,2
AustriaO1,3
AzerbaijanA1,5
AzerbaijanA2,13
AzerbaijanB1/B2,211
AzerbaijanC1/D,8
AzerbaijanF1,9
AzerbaijanG2,3
AzerbaijanG4,3
AzerbaijanH1B,1
AzerbaijanJ1,24
AzerbaijanK1,5
AzerbaijanK2,1
AzerbaijanO1,2
"Bahamas, TheA2",4
"Bahamas, TheB1/B2",516
"Bahamas, TheC1",1
"Bahamas, TheC1/D",2
"Bahamas, TheF1",25
"Bahamas, TheF2",1
"Bahamas, TheG4",1
"Bahamas, TheH1B",9
"Bahamas, TheH4",2
"Bahamas, TheJ2",3
"Bahamas, TheK1",1
"Bahamas, TheM1",2
"Bahamas, TheP1",8
"Bahamas, TheR1",1
BahrainA2,15
BahrainB1/B2,98
BahrainB2,1
BahrainC1/D,1
BahrainF1,4
BahrainF2,1
BahrainG4,1
BahrainJ1,1
BahrainJ2,1
BangladeshA2,29
BangladeshB1,2
Page 4 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
BangladeshB1/B2,211
BangladeshB2,3
BangladeshC1,1
BangladeshC1/D,24
BangladeshF1,23
BangladeshF2,16
BangladeshG1,5
BangladeshG4,12
BangladeshH1B,3
BangladeshH4,2
BangladeshJ1,6
BangladeshJ2,7
BangladeshK1,1
BangladeshL1,2
BangladeshL2,3
BangladeshO1,1
BangladeshO3,1
BarbadosA2,1
BarbadosB1/B2,146
BarbadosF1,1
BarbadosG1,1
BarbadosG4,3
BarbadosJ1,2
BarbadosM1,1
BelarusB1/B2,73
BelarusC1/D,14
BelarusE2,1
BelarusF1,15
BelarusF2,1
BelarusG1,5
BelarusG4,2
BelarusH1B,1
BelarusK1,6
BelarusL1,1
BelarusM1,1
BelgiumA1,5
BelgiumA2,8
BelgiumB1,1
BelgiumB1/B2,37
BelgiumB2,1
BelgiumC1/D,33
BelgiumC3,5
Page 5 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
BelgiumE2,5
BelgiumF1,36
BelgiumG4,4
BelgiumH1B,2
BelgiumI,6
BelgiumJ1,5
BelgiumK1,5
BelgiumL1,10
BelgiumL2,7
BelgiumM1,6
BelgiumNATO2,16
BelgiumNATO4,1
BelgiumO1,2
BelgiumP1,1
BelizeA2,9
BelizeB1/B2,144
BelizeC1,2
BelizeC3,1
BelizeH2A,5
BelizeH2B,26
BelizeJ1,1
BelizeK1,2
BelizeK2,2
BelizeO3,1
BeninA2,7
BeninB1/B2,2
BeninF1,1
BeninG1,3
BeninG2,1
BeninK1,8
BeninO1,1
BermudaB1/B2,2
BhutanB1/B2,1
BhutanF1,2
BhutanG4,3
BhutanK1,2
BoliviaA2,5
BoliviaB1/B2,"1,007"
BoliviaC1/D,4
BoliviaF1,9
BoliviaG4,14
BoliviaJ1,1
Page 6 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
Bosnia-HerzegovinaA1,4
Bosnia-HerzegovinaA2,18
Bosnia-HerzegovinaB1,7
Bosnia-HerzegovinaB1/B2,33
Bosnia-HerzegovinaC1/D,42
Bosnia-HerzegovinaF1,2
Bosnia-HerzegovinaJ1,45
Bosnia-HerzegovinaK1,3
BotswanaA1,1
BotswanaA2,8
BotswanaB1/B2,1
BotswanaF1,3
BotswanaG4,1
BotswanaH1B,3
BotswanaJ1,1
BrazilA1,18
BrazilA2,120
BrazilB1,4
BrazilB1/B2,221
BrazilB2,3
BrazilC1,4
BrazilC1/D,56
BrazilC3,5
BrazilE2,1
BrazilF1,75
BrazilF2,35
BrazilG2,2
BrazilG4,46
BrazilH1B,13
BrazilH2A,13
BrazilH4,11
BrazilJ1,124
BrazilJ2,13
BrazilK1,5
BrazilK2,3
BrazilL1,28
BrazilL2,38
BrazilO1,8
BrazilO3,6
BrazilP1,32
BrazilP4,2
BrazilR1,3
Page 7 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
BrazilR2,2
BrazilTD,2
British National Overseas (Hong Kong) PassportB1/B2,67
British National Overseas (Hong Kong) PassportF1,4
British National Overseas (Hong Kong) PassportH1B,2
British National Overseas (Hong Kong) PassportL1,1
BruneiF1,1
BruneiH1B,1
BulgariaA1,4
BulgariaA2,2
BulgariaB1,2
BulgariaB1/B2,169
BulgariaC1/D,69
BulgariaF1,3
BulgariaH2A,2
BulgariaH2B,67
BulgariaJ1,7
BulgariaK1,6
BulgariaNATO2,10
BulgariaO1,1
BulgariaP1,2
BulgariaP3,1
Burkina FasoB1/B2,3
Burkina FasoC1,1
Burkina FasoC3,1
Burkina FasoF1,6
Burkina FasoG1,4
Burkina FasoH1B,1
Burkina FasoK1,1
BurmaA1,3
BurmaB1,2
BurmaB1/B2,15
BurmaB2,1
BurmaC1,2
BurmaD,1
BurmaF1,6
BurmaG4,5
BurmaH1B,2
BurmaH4,1
BurmaJ1,4
BurmaJ2,2
BurmaK1,6
Page 8 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
BurmaK2,1
BurmaL1,1
BurmaO1,1
BurmaR1,1
BurundiA1,1
BurundiA2,1
BurundiB1/B2,2
BurundiF1,6
BurundiG1,2
BurundiG4,13
BurundiK1,3
Cabo VerdeA2,1
Cabo VerdeB1/B2,2
Cabo VerdeO1,1
CambodiaB1/B2,14
CambodiaC1,2
CambodiaD,2
CambodiaF1,2
CambodiaG1,3
CambodiaG4,6
CambodiaK1,7
CambodiaK2,1
CambodiaM1,2
CameroonA2,8
CameroonB1/B2,29
CameroonC1,1
CameroonC1/D,1
CameroonF1,15
CameroonG1,4
CameroonG4,12
CameroonH1B,4
CameroonH4,2
CameroonJ1,2
CameroonJ2,2
CameroonK1,12
CameroonK2,1
CameroonL1,1
CameroonT5,1
CanadaA1,12
CanadaA2,1
CanadaB1/B2,3
CanadaC3,2
Page 9 of 62,
April 2021 (FY 2021),
NationalityVisa Class,Issuances
CanadaE1,15
CanadaE2,84
CanadaF1,5
CanadaG1,1
CanadaG4,15
CanadaH2A,2
CanadaH4,6
CanadaJ1,3
CanadaJ2,1
CanadaK1,37
CanadaL1,2
CanadaL2,7
CanadaNATO1,1
CanadaNATO2,92
CanadaNATO6,2
CanadaO1,1
Cayman IslandsB1/B2,22
Cayman IslandsC1,1
Central African RepublicG4,2
ChadA2,1
ChadB1/B2,10
ChadB2,1
ChadF1,4
ChadG1,1
ChileA1,1
ChileA2,17
ChileB1,9
ChileB1/B2,51
ChileC1,1
ChileC1/D,26
ChileC3,2
ChileE2,15
ChileF1,66
ChileF2,22
ChileG1,2
ChileG4,10
ChileH1B,8
ChileH1B1,65
ChileH2A,5
ChileH2B,2
ChileH4,63
ChileI,1
