FijiG4,,1
FijiJ1,,1
FinlandA2,,6
FinlandB2,,3
FinlandC1/D,,19
FinlandE2,,7
FinlandF1,,2
FinlandG1,,2
FinlandG4,,3
FinlandH1B,,1
FinlandI,,1
FinlandJ1,,8
FinlandJ2,,2
FinlandL1,,9
FinlandL2,,6
FinlandO1,,1
FinlandP1,,2
FinlandP4,,1
FranceA1,,3
FranceA2,,16
FranceB1,,3
FranceB1/B2,,42
FranceB2,,1
FranceC1,,5
FranceC1/D,,61
FranceC3,,5
FranceE1,,6
FranceE2,,54
FranceF1,,43
FranceF2,,1
FranceG1,,1
Page 18 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
FranceG4,,25
FranceH1B,,14
FranceI,,20
FranceJ1,,55
FranceJ2,,10
FranceK1,,3
FranceL1,,49
FranceL2,,68
FranceM1,,1
FranceNATO2,,21
FranceNATO6,,1
FranceO1,,14
FranceO3,,2
FranceP1,,8
FranceP4,,1
FranceTD,,1
GabonA1,,3
GabonA2,,7
GabonH4,,1
"Gambia, TheA1",,1
"Gambia, TheB1/B2",,2
"Gambia, TheF1",,1
"Gambia, TheG4",,5
"Gambia, TheJ1",,1
"Gambia, TheK1",,5
GeorgiaA1,,1
GeorgiaA2,,8
GeorgiaB1,,1
GeorgiaC1/D,,38
GeorgiaG4,,1
GeorgiaI,,1
GeorgiaJ1,,2
GeorgiaJ2,,3
GermanyA1,,18
GermanyA2,,16
GermanyB1/B2,,51
GermanyC1/D,,124
GermanyE1,,53
GermanyE2,,89
GermanyF1,,64
GermanyF2,,1
GermanyG1,,7
Page 19 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
GermanyG4,,7
GermanyH1B,,16
GermanyH4,,9
GermanyI,,14
GermanyJ1,,185
GermanyJ2,,17
GermanyK1,,7
GermanyK2,,2
GermanyL1,,49
GermanyL2,,33
GermanyM1,,7
GermanyNATO2,,35
GermanyNATO6,,14
GermanyO1,,8
GermanyO2,,2
GermanyP1,,4
GhanaB1/B2,,20
GhanaC1/D,,8
GhanaF1,,10
GhanaG1,,4
GhanaG4,,7
GhanaH1B,,2
GhanaJ1,,3
GhanaK1,,11
GhanaK2,,2
GhanaL2,,1
GhanaP1,,3
GhanaR1,,6
Great Britain and Northern IrelandA1,,6
Great Britain and Northern IrelandA2,,105
Great Britain and Northern IrelandA3,,1
Great Britain and Northern IrelandB1,,52
Great Britain and Northern IrelandB1/B2,,68
Great Britain and Northern IrelandB2,,1
Great Britain and Northern IrelandC1/D,,204
Great Britain and Northern IrelandC3,,17
Great Britain and Northern IrelandE2,,39
Great Britain and Northern IrelandE3D,,2
Great Britain and Northern IrelandF1,,32
Great Britain and Northern IrelandG1,,2
Great Britain and Northern IrelandG2,,1
Great Britain and Northern IrelandG3,,1
Page 20 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
Great Britain and Northern IrelandG4,,24
Great Britain and Northern IrelandH1B,,12
Great Britain and Northern IrelandH2A,,4
Great Britain and Northern IrelandH4,,10
Great Britain and Northern IrelandI,,11
Great Britain and Northern IrelandJ1,,32
Great Britain and Northern IrelandJ2,,15
Great Britain and Northern IrelandK1,,7
Great Britain and Northern IrelandL1,,43
Great Britain and Northern IrelandL2,,44
Great Britain and Northern IrelandM1,,19
Great Britain and Northern IrelandNATO2,,28
Great Britain and Northern IrelandNATO4,,2
Great Britain and Northern IrelandNATO6,,1
Great Britain and Northern IrelandO1,,39
Great Britain and Northern IrelandO2,,4
Great Britain and Northern IrelandO3,,12
Great Britain and Northern IrelandP1,,23
Great Britain and Northern IrelandP4,,11
Great Britain and Northern IrelandR1,,2
GreeceA2,,1
GreeceA3,,1
GreeceB1,,8
GreeceB1/B2,,11
GreeceC1/D,,80
GreeceE1,,2
GreeceF1,,6
GreeceG1,,7
GreeceG2,,1
GreeceH1B,,5
GreeceH2B,,4
GreeceH4,,1
GreeceJ1,,12
GreeceJ2,,1
GreeceK1,,1
GreeceK2,,1
GreeceL1,,5
GreeceL2,,1
GreeceNATO2,,4
GreeceO1,,2
GreeceO3,,1
GrenadaB1/B2,,20
Page 21 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
GrenadaG1,,1
GrenadaG4,,1
GuatemalaA1,,7
GuatemalaA2,,7
GuatemalaB1/B2,,"1,843"
GuatemalaC1/D,,7
GuatemalaC3,,5
GuatemalaF1,,7
GuatemalaG4,,3
GuatemalaH2A,,234
GuatemalaH2B,,145
GuatemalaJ1,,4
GuatemalaJ2,,1
GuatemalaK1,,2
GuatemalaL1,,3
GuatemalaL2,,7
GuatemalaT3,,4
GuatemalaT4,,1
GuineaA2,,1
GuineaB1/B2,,2
GuineaG2,,1
GuineaG4,,3
GuineaK1,,6
GuyanaA2,,1
GuyanaB1/B2,,29
GuyanaC1,,1
GuyanaC1/D,,5
GuyanaC3,,1
GuyanaF1,,1
GuyanaJ1,,1
GuyanaK1,,1
GuyanaK2,,1
GuyanaL1,,1
GuyanaL2,,1
GuyanaM1,,1
HaitiA1,,4
HaitiA2,,6
HaitiB1/B2,,159
HaitiC1,,2
HaitiC3,,21
HaitiF1,,12
HaitiG4,,3
Page 22 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
HaitiK1,,48
HaitiK2,,12
HaitiTD,,1
HondurasA2,,22
HondurasB1,,1
HondurasB1/B2,,"1,699"
HondurasC1,,2
HondurasC1/D,,82
HondurasC3,,2
HondurasE2,,3
HondurasF1,,17
HondurasF2,,3
HondurasG1,,2
HondurasG4,,2
HondurasH1B,,3
HondurasH2A,,27
HondurasH2B,,26
HondurasI,,3
HondurasJ1,,6
HondurasJ2,,5
HondurasK1,,6
HondurasK2,,1
HondurasL1,,2
HondurasL2,,1
HondurasM1,,1
HondurasP1,,1
HondurasR2,,1
HondurasT3,,6
HondurasT4,,1
HondurasT5,,2
HondurasU1,,1
HondurasU3,,21
Hong Kong S.A.R.B1/B2,,500
Hong Kong S.A.R.C1/D,,15
Hong Kong S.A.R.CW1,,1
Hong Kong S.A.R.F1,,24
Hong Kong S.A.R.H1B,,1
Hong Kong S.A.R.H4,,1
Hong Kong S.A.R.J1,,4
Hong Kong S.A.R.L1,,2
Hong Kong S.A.R.L2,,6
Hong Kong S.A.R.R1,,1
Page 23 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
HungaryA2,,10
HungaryB1,,1
HungaryB1/B2,,8
HungaryC1/D,,5
HungaryF1,,1
HungaryF2,,2
HungaryG1,,1
HungaryG4,,1
HungaryH1B,,1
HungaryJ1,,14
HungaryJ2,,6
HungaryK1,,3
HungaryL1,,3
HungaryL2,,2
HungaryNATO2,,4
HungaryO1,,1
HungaryO3,,3
IcelandA2,,2
IcelandC1/D,,8
IcelandF2,,1
IcelandG4,,2
IcelandH1B,,1
IcelandJ2,,1
IcelandL1,,1
IcelandM1,,2
IndiaA1,,8
IndiaA2,,6
IndiaA3,,11
IndiaB1,,56
IndiaB1/B2,,"11,191"
IndiaB2,,7
IndiaC1,,42
IndiaC1/D,,"1,769"
IndiaC3,,16
IndiaD,,1
IndiaE3D,,8
IndiaF1,,738
IndiaF2,,225
IndiaG4,,47
IndiaH1B,,"6,525"
IndiaH3,,1
IndiaH4,,"6,997"
Page 24 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
IndiaI,,2
IndiaJ1,,312
IndiaJ2,,170
IndiaK1,,85
IndiaK2,,10
IndiaL1,,615
IndiaL2,,"1,115"
IndiaM1,,49
IndiaM2,,1
IndiaO1,,50
IndiaO2,,5
IndiaO3,,25
IndiaP1,,1
IndiaP4,,1
IndiaR1,,74
IndiaR2,,39
IndiaT3,,1
IndiaTD,,2
IndiaU1,,3
IndiaU2,,1
IndiaU3,,4
IndonesiaA1,,11
IndonesiaA2,,62
IndonesiaB1,,17
IndonesiaB1/B2,,854
IndonesiaC1,,2
IndonesiaC1/D,,599
IndonesiaE2,,2
IndonesiaF1,,29
IndonesiaF2,,2
IndonesiaG1,,1
IndonesiaG2,,4
IndonesiaG4,,12
IndonesiaH1B,,5
IndonesiaH4,,1
IndonesiaJ1,,13
IndonesiaJ2,,6
IndonesiaK1,,41
IndonesiaK2,,2
IndonesiaL1,,4
IndonesiaL2,,1
IndonesiaM1,,3
Page 25 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
IndonesiaO1,,2
IndonesiaO2,,1
IndonesiaP1,,1
IndonesiaR1,,1
IndonesiaR2,,2
IndonesiaTD,,1
IranB1/B2,,9
IranF1,,36
IranF2,,4
IranG1,,10
IranG4,,12
IranH1B,,1
IranJ1,,18
IranJ2,,8
IranK1,,11
IranK2,,1
IranO1,,1
IranTD,,1
IraqA1,,15
IraqA2,,1
IraqB1/B2,,33
IraqC1,,1
IraqF1,,2
IraqF2,,5
IraqG1,,1
IraqG4,,2
IraqJ1,,3
IraqJ2,,1
IraqK1,,11
IrelandA2,,12
IrelandB1,,2
IrelandB1/B2,,4
IrelandC1/D,,58
IrelandE3D,,1
IrelandF1,,3
IrelandG1,,2
IrelandG4,,1
IrelandH1B,,3
IrelandH2A,,2
IrelandH4,,3
IrelandJ1,,5
IrelandL1,,9
Page 26 of 57,,
February 2021 (FY 2021),,
NationalityVisa Class,,Issuances
IrelandL2,,10
IrelandM1,,1
IrelandO1,,2
IrelandO2,,1
IrelandP1,,7
IrelandR1,,1
IsraelA1,,7
IsraelA2,,110
IsraelB1/B2,,"1,689"
IsraelB2,,3
IsraelC1,,2
IsraelC1/D,,14
IsraelC3,,4
IsraelE1,,11
IsraelE2,,8
IsraelF1,,15
IsraelF2,,2
IsraelG1,,1
IsraelG4,,2
IsraelH1B,,3
IsraelJ1,,23
IsraelJ2,,27
