Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,23,27,27,26,25,26,25,21,29,25,18
2002,26,23,24,20,22,40,25,22,22,23,28,25
2003,25,25,27,21,37,27,23,28,24,25,24,31
2004,26,26,26,45,25,22,25,27,22,23,25,25
2005,24,27,24,31,20,22,20,15,25,19,17,18
2006,19,18,17,18,40,28,22,12,24,25,14,17
2007,31,20,19,19,25,16,17,20,18,28,38,20
2008,26,28,22,20,21,23,30,28,26,25,22,33
2009,26,33,38,35,30,31,29,30,28,23,27,33
2010,25,20,30,14,19,30,24,23,24,21,35,22
2011,19,22,20,19,22,19,18,23,18,21,22,18
2012,23,16,21,15,15,19,16,15,21,17,19,16
2013,19,20,22,17,22,22,21,22,17,16,11,19
2014,18,22,16,22,20,22,18,19,21,19,17,25
2015,19,20,14,23,9,16,18,32,16,22,15,20
2016,23,18,23,30,16,17,19,24,16,13,27,21
2017,18,21,20,21,21,25,20,25,28,24,24,22
2018,25,15,17,16,19,20,20,15,18,16,15,14
2019,17,19,26,25,19,17,15,17,21,21,25,25
2020,21,28,167,106,23,21,23,23,23,19,40,29
2021,13,20,18,16,21,13,15,8,15,18,21,8
