Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,52,58,63,58,64,64,55,54,54,64,43,63
2002,49,50,50,50,49,50,54,55,47,50,49,50
2003,52,51,46,45,47,51,51,52,57,58,56,55
2004,59,49,52,53,54,50,52,54,63,60,63,70
2005,61,62,54,58,50,56,54,49,63,48,49,50
2006,67,55,62,56,61,52,61,55,54,55,50,50
2007,55,61,53,50,56,49,57,62,54,53,58,52
2008,47,52,54,54,46,52,43,52,50,52,47,50
2009,48,42,48,43,48,46,42,47,41,47,51,47
2010,41,52,46,54,61,38,43,42,45,41,40,43
2011,36,39,43,41,42,51,44,35,38,40,38,38
2012,40,47,53,40,40,44,35,37,43,36,42,40
2013,44,43,44,40,39,41,45,43,36,39,36,37
2014,38,40,39,40,42,37,42,43,50,54,42,57
2015,39,48,45,43,43,44,49,54,54,51,57,50
2016,45,52,63,48,46,52,47,59,53,48,54,58
2017,58,54,51,67,69,53,53,37,53,65,49,46
2018,49,46,45,49,55,51,52,53,47,51,54,57
2019,52,53,70,58,54,57,53,55,53,63,63,55
2020,62,76,52,37,124,116,62,76,59,55,51,53
2021,52,60,60,72,66,81,58,60,64,60,65,60
