Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,82,86,84,88,98,87,85,78,76,68,54,63
2002,75,47,53,49,43,51,51,57,49,48,51,62
2003,48,47,45,55,50,44,45,50,50,50,51,52
2004,58,40,54,50,47,52,51,50,46,52,62,54
2005,52,61,49,56,57,58,59,55,57,54,61,50
2006,59,59,61,57,55,60,54,57,58,67,58,62
2007,66,56,56,50,61,53,53,58,46,53,62,55
2008,42,57,58,58,49,53,51,46,59,52,48,42
2009,43,42,42,37,36,30,40,35,41,40,32,40
2010,33,42,40,58,51,48,40,42,40,38,35,41
2011,43,40,38,41,41,43,51,47,38,37,50,40
2012,40,43,51,46,48,45,39,47,47,43,45,46
2013,50,45,45,45,47,58,57,53,55,70,60,54
2014,61,43,69,58,59,50,64,66,70,64,64,55
2015,62,73,74,76,67,69,72,68,71,83,89,105
2016,59,81,68,58,77,62,53,64,64,59,59,72
2017,62,63,63,54,67,53,62,61,67,52,53,82
2018,51,56,66,61,59,68,72,75,64,76,70,60
2019,72,52,61,72,66,82,71,62,70,66,74,68
2020,82,84,68,52,58,67,69,66,77,64,63,75
2021,71,78,72,75,77,90,88,94,91,86,82,94
