Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,121,113,122,105,115,96,106,115,94,92,91,92
2002,94,88,76,92,89,92,87,108,94,90,83,87
2003,85,76,78,85,82,83,80,83,97,84,88,89
2004,96,94,96,85,83,87,90,89,87,91,91,88
2005,91,91,90,98,98,93,83,89,92,85,89,91
2006,80,85,95,89,89,95,108,102,97,105,113,107
2007,101,107,105,112,106,103,102,105,107,107,109,89
2008,94,101,106,100,105,107,96,91,84,89,86,107
2009,83,73,91,85,77,66,70,75,79,75,69,89
2010,88,110,74,83,87,89,99,90,86,85,83,85
2011,101,86,76,80,76,88,90,93,110,100,90,94
2012,107,98,106,96,105,105,95,105,87,93,94,88
2013,82,67,90,89,113,76,82,88,109,87,104,85
2014,81,76,85,110,98,83,111,89,96,100,98,103
2015,100,109,107,104,97,104,86,87,87,91,94,139
2016,114,113,101,114,104,111,102,104,83,94,95,106
2017,100,100,103,100,97,113,111,108,86,100,102,105
2018,99,100,102,104,119,114,108,107,111,111,132,106
2019,110,109,106,115,109,109,110,116,113,118,103,105
2020,90,103,109,55,124,139,128,124,110,109,116,101
2021,104,122,113,105,107,126,127,107,120,120,120,125
