Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,68,63,76,73,71,70,63,61,66,61,47,58
2002,55,49,45,47,43,45,47,46,47,48,46,46
2003,46,46,35,47,51,37,41,49,43,43,52,41
2004,51,37,47,46,46,50,49,49,45,48,49,54
2005,42,50,50,48,53,52,50,45,47,50,46,46
2006,56,51,54,55,53,55,58,52,53,54,53,55
2007,51,52,55,52,57,47,41,62,48,53,53,46
2008,43,44,39,44,41,50,38,49,43,35,37,34
2009,34,38,33,31,28,30,28,28,30,31,27,33
2010,34,30,33,30,32,32,35,33,35,32,31,31
2011,30,34,40,36,36,31,39,36,32,35,40,34
2012,38,38,36,40,39,45,39,40,36,41,40,42
2013,45,38,38,46,48,41,41,47,52,57,51,42
2014,44,52,53,46,51,50,51,45,49,44,42,42
2015,49,44,55,49,44,52,46,53,49,41,49,56
2016,47,57,52,45,49,49,45,47,59,50,54,50
2017,54,58,53,49,56,47,52,53,56,48,51,54
2018,54,58,56,59,59,61,50,61,45,62,61,60
2019,58,57,55,60,52,64,72,57,60,56,55,63
2020,54,52,44,34,26,42,61,42,42,51,54,56
2021,51,52,56,59,57,89,74,74,67,66,75,80
