Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,79,71,51,107,91,86,86,87,83,81,76,77
2002,75,74,72,79,69,73,73,71,66,71,71,68
2003,71,67,80,64,73,64,62,63,69,68,68,71
2004,70,70,82,72,69,71,76,78,74,73,73,81
2005,78,80,80,78,82,88,71,81,85,77,75,78
2006,80,84,89,68,78,75,78,95,83,83,88,83
2007,85,79,87,87,87,90,88,78,85,87,81,75
2008,91,75,74,77,67,77,69,73,63,66,63,65
2009,62,60,57,55,53,44,53,55,58,55,60,58
2010,54,58,68,62,61,58,60,56,62,66,74,68
2011,60,58,62,64,67,63,57,67,69,71,63,69
2012,65,75,74,64,69,69,65,58,63,59,62,70
2013,66,74,64,68,71,69,67,71,64,65,71,67
2014,71,72,73,74,71,73,83,77,83,88,75,73
2015,76,69,74,77,83,80,73,75,76,75,90,84
2016,68,78,88,84,71,71,82,69,74,70,70,91
2017,75,80,78,74,74,76,82,96,84,79,81,76
2018,84,78,80,81,80,95,74,87,78,107,82,89
2019,82,88,82,80,81,79,83,80,82,79,90,83
2020,86,88,78,64,85,121,90,99,102,102,96,87
2021,79,88,93,107,90,143,105,107,100,98,104,100
