Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,57,44,47,47,47,43,43,47,42,56,55,44
2002,43,52,56,55,46,46,54,45,44,38,47,52
2003,49,47,40,35,42,48,53,44,47,52,45,47
2004,48,44,54,49,50,47,55,54,44,45,45,48
2005,44,44,47,51,46,50,44,49,56,52,58,49
2006,49,60,55,47,56,48,46,52,55,49,47,48
2007,53,47,54,54,54,72,62,58,58,66,56,54
2008,55,59,55,52,56,52,48,57,45,52,61,61
2009,54,53,48,56,38,42,48,43,43,40,50,46
2010,40,39,54,38,35,38,49,38,42,34,40,45
2011,40,37,42,37,54,44,47,45,43,47,42,40
2012,37,46,39,49,46,50,43,47,41,48,45,47
2013,56,47,47,60,43,43,45,47,48,43,49,45
2014,44,48,50,46,47,46,48,45,49,46,44,46
2015,45,49,50,47,48,51,46,49,51,50,53,51
2016,54,48,46,57,55,51,58,64,57,60,59,59
2017,62,60,58,62,61,68,63,71,78,83,72,78
2018,79,77,78,72,77,76,86,75,69,76,75,80
2019,79,69,99,88,71,75,73,70,63,65,62,60
2020,64,59,149,100,41,57,60,66,68,52,60,58
2021,63,68,68,56,46,66,67,64,75,68,74,71
