Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,219,175,164,164,165,152,157,156,129,132,131,130
2002,176,119,123,151,140,150,139,149,168,144,151,167
2003,151,171,162,144,159,158,151,127,149,179,160,151
2004,159,154,160,150,135,156,171,154,161,168,179,176
2005,173,162,165,185,174,178,184,209,202,197,178,202
2006,205,241,237,196,230,251,229,224,213,214,218,206
2007,204,205,218,190,207,203,206,208,190,210,200,172
2008,204,195,185,166,157,149,140,132,160,129,131,131
2009,111,95,107,108,105,95,120,109,99,105,95,109
2010,101,110,112,111,112,112,106,109,124,98,109,116
2011,105,122,113,99,111,107,112,122,112,112,119,100
2012,106,108,109,117,117,121,126,117,119,121,109,116
2013,130,134,121,135,106,142,139,125,135,132,141,150
2014,138,156,154,154,146,154,152,165,154,174,177,170
2015,176,173,173,180,201,177,181,210,180,159,178,211
2016,158,159,144,182,170,179,163,180,185,172,148,166
2017,188,214,173,169,166,171,196,167,162,187,182,175
2018,163,165,181,177,177,202,191,202,237,202,184,214
2019,215,207,211,199,225,226,225,221,218,205,241,233
2020,227,229,219,137,126,193,219,193,224,260,230,220
2021,227,238,237,238,236,222,269,269,277,270,318,335
