Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,20,18,22,21,21,19,21,19,18,21,22,17
2002,22,17,16,19,19,19,18,18,17,17,17,17
2003,17,18,17,15,18,18,17,17,17,18,16,18
2004,19,20,21,21,17,19,18,18,18,18,21,20
2005,20,17,20,20,18,19,17,18,19,19,17,18
2006,17,17,17,15,20,18,19,18,20,23,17,17
2007,17,19,17,17,17,16,16,19,16,18,21,16
2008,19,20,18,18,17,18,22,17,16,17,16,18
2009,17,16,18,19,15,15,15,15,15,15,14,14
2010,15,14,15,15,15,16,15,14,14,15,17,17
2011,14,15,14,14,14,14,13,14,14,15,16,15
2012,17,15,15,14,14,15,16,14,14,14,14,13
2013,15,14,16,16,15,15,15,16,16,14,14,13
2014,15,15,15,13,16,15,15,14,14,15,14,17
2015,14,17,15,13,16,16,14,17,17,16,16,17
2016,17,17,17,18,15,16,15,17,17,15,17,17
2017,18,17,18,20,17,18,18,21,19,18,18,16
2018,18,17,19,16,18,21,18,17,17,18,17,17
2019,16,18,22,22,18,20,17,18,19,20,19,19
2020,17,18,72,57,14,14,15,15,16,18,19,24
2021,18,18,19,22,18,17,20,19,23,21,22,21
