Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,11,13,11,11,11,10,9,10,10,9,9
2002,8,8,8,8,9,8,9,9,8,9,9,9
2003,9,7,6,8,8,8,7,8,8,8,7,8
2004,8,8,8,8,10,8,10,9,8,9,9,10
2005,8,9,10,10,10,11,10,11,11,11,11,11
2006,11,12,13,13,12,12,12,12,13,12,13,12
2007,13,13,14,13,14,13,14,13,14,14,14,13
2008,13,12,12,11,14,11,11,10,10,10,8,9
2009,8,8,7,5,7,6,6,7,8,7,8,8
2010,9,9,9,10,9,8,9,9,8,9,10,10
2011,7,8,9,8,9,10,10,10,10,10,9,11
2012,8,9,9,10,9,10,10,9,9,9,10,10
2013,10,10,11,10,11,10,10,10,11,10,11,11
2014,12,12,11,12,12,14,12,13,12,13,12,13
2015,13,14,14,14,13,12,16,12,12,13,12,12
2016,12,12,13,12,13,13,13,12,12,12,13,13
2017,12,13,12,12,13,14,15,15,14,13,14,13
2018,15,14,15,15,15,15,15,18,17,16,18,16
2019,17,17,16,17,17,17,18,17,18,17,17,18
2020,18,17,14,13,8,7,13,14,14,15,15,17
2021,16,18,19,20,15,16,24,23,20,22,21,29
